id,name,price,description,image_url,category,brand,color,size,tech
SKU-2124,Regata Nike Feminino Outlet,73.77,Produto original Nike.,https://fake-cdn.com/images/124.jpg,"[""Roupas > Feminino > Regatas"", ""Nike > Regatas > Outlet"", ""Coleção 2026"", ""Ofertas > Últimas Peças""]",Nike,Preto,P,
SKU-2125,Smart TV Apple OLED,2495.03,Produto original Apple.,https://fake-cdn.com/images/125.jpg,"[""Eletrônicos > TVs > OLED"", ""Apple > Telas > Cinema em Casa""]",Apple,,,
SKU-2126,Camiseta Under Armour Masculino Inverno,291.36,Produto original Under Armour.,https://fake-cdn.com/images/126.jpg,"[""Roupas > Masculino > Camisetas"", ""Under Armour > Camisetas > Inverno"", ""Coleção 2026""]",Under Armour,Vermelho,P,
SKU-2127,Smart TV Samsung 4K,3219.89,Produto original Samsung.,https://fake-cdn.com/images/127.jpg,"[""Eletrônicos > TVs > 4K"", ""Samsung > Telas > Cinema em Casa""]",Samsung,,,
SKU-2128,Regata Puma Feminino Outlet,98.2,Produto original Puma.,https://fake-cdn.com/images/128.jpg,"[""Roupas > Feminino > Regatas"", ""Puma > Regatas > Outlet"", ""Coleção 2026"", ""Ofertas > Últimas Peças""]",Puma,Preto,GG,
SKU-2129,Smart TV Apple QLED,4720.61,Produto original Apple.,https://fake-cdn.com/images/129.jpg,"[""Eletrônicos > TVs > QLED"", ""Apple > Telas > Cinema em Casa""]",Apple,,,
SKU-2130,Regata Puma Feminino Inverno,122.93,Produto original Puma.,https://fake-cdn.com/images/130.jpg,"[""Roupas > Feminino > Regatas"", ""Puma > Regatas > Inverno"", ""Coleção 2026""]",Puma,Preto,P,
SKU-2131,Smart TV Samsung OLED,3710.35,Produto original Samsung.,https://fake-cdn.com/images/131.jpg,"[""Eletrônicos > TVs > OLED"", ""Samsung > Telas > Cinema em Casa""]",Samsung,,,
SKU-2132,Camiseta Puma Feminino Outlet,158.63,Produto original Puma.,https://fake-cdn.com/images/132.jpg,"[""Roupas > Feminino > Camisetas"", ""Puma > Camisetas > Outlet"", ""Coleção 2026"", ""Ofertas > Últimas Peças""]",Puma,Branco,G,
SKU-2133,Smart TV Sony 4K,3383.28,Produto original Sony.,https://fake-cdn.com/images/133.jpg,"[""Eletrônicos > TVs > 4K"", ""Sony > Telas > Cinema em Casa""]",Sony,,,
SKU-2134,Regata Adidas Feminino Verão,233.31,Produto original Adidas.,https://fake-cdn.com/images/134.jpg,"[""Roupas > Feminino > Regatas"", ""Adidas > Regatas > Verão"", ""Coleção 2026""]",Adidas,Preto,P,
SKU-2135,Smart TV Sony QLED,4098.69,Produto original Sony.,https://fake-cdn.com/images/135.jpg,"[""Eletrônicos > TVs > QLED"", ""Sony > Telas > Cinema em Casa""]",Sony,,,
SKU-2136,Camiseta Under Armour Masculino Inverno,170.41,Produto original Under Armour.,https://fake-cdn.com/images/136.jpg,"[""Roupas > Masculino > Camisetas"", ""Under Armour > Camisetas > Inverno"", ""Coleção 2026""]",Under Armour,Branco,M,
SKU-2137,Smart TV Apple 4K,3545.14,Produto original Apple.,https://fake-cdn.com/images/137.jpg,"[""Eletrônicos > TVs > 4K"", ""Apple > Telas > Cinema em Casa""]",Apple,,,
SKU-2138,Regata Nike Feminino Verão,205.11,Produto original Nike.,https://fake-cdn.com/images/138.jpg,"[""Roupas > Feminino > Regatas"", ""Nike > Regatas > Verão"", ""Coleção 2026""]",Nike,Vermelho,M,
SKU-2139,Smart TV Sony 4K,3142.6,Produto original Sony.,https://fake-cdn.com/images/139.jpg,"[""Eletrônicos > TVs > 4K"", ""Sony > Telas > Cinema em Casa""]",Sony,,,
SKU-2140,Regata Puma Masculino Inverno,136.12,Produto original Puma.,https://fake-cdn.com/images/140.jpg,"[""Roupas > Masculino > Regatas"", ""Puma > Regatas > Inverno"", ""Coleção 2026""]",Puma,Azul,M,
SKU-2141,Smart TV Samsung QLED,2759.42,Produto original Samsung.,https://fake-cdn.com/images/141.jpg,"[""Eletrônicos > TVs > QLED"", ""Samsung > Telas > Cinema em Casa""]",Samsung,,,
SKU-2142,Jaqueta Nike Masculino Verão,183.53,Produto original Nike.,https://fake-cdn.com/images/142.jpg,"[""Roupas > Masculino > Jaquetas"", ""Nike > Jaquetas > Verão"", ""Coleção 2026""]",Nike,Preto,GG,
SKU-2143,Smart TV Sony 4K,2174.18,Produto original Sony.,https://fake-cdn.com/images/143.jpg,"[""Eletrônicos > TVs > 4K"", ""Sony > Telas > Cinema em Casa""]",Sony,,,
SKU-2144,Camiseta Nike Masculino Verão,249.05,Produto original Nike.,https://fake-cdn.com/images/144.jpg,"[""Roupas > Masculino > Camisetas"", ""Nike > Camisetas > Verão"", ""Coleção 2026""]",Nike,Branco,G,
SKU-2145,Smart TV Apple 4K,3895.06,Produto original Apple.,https://fake-cdn.com/images/145.jpg,"[""Eletrônicos > TVs > 4K"", ""Apple > Telas > Cinema em Casa""]",Apple,,,
SKU-2146,Camiseta Under Armour Masculino Inverno,81.15,Produto original Under Armour.,https://fake-cdn.com/images/146.jpg,"[""Roupas > Masculino > Camisetas"", ""Under Armour > Camisetas > Inverno"", ""Coleção 2026""]",Under Armour,Azul,GG,
SKU-2147,Smart TV Apple 4K,2844.57,Produto original Apple.,https://fake-cdn.com/images/147.jpg,"[""Eletrônicos > TVs > 4K"", ""Apple > Telas > Cinema em Casa""]",Apple,,,
SKU-2148,Jaqueta Under Armour Masculino Inverno,250.56,Produto original Under Armour.,https://fake-cdn.com/images/148.jpg,"[""Roupas > Masculino > Jaquetas"", ""Under Armour > Jaquetas > Inverno"", ""Coleção 2026""]",Under Armour,Branco,GG,
SKU-2149,Smart TV Apple OLED,2482.64,Produto original Apple.,https://fake-cdn.com/images/149.jpg,"[""Eletrônicos > TVs > OLED"", ""Apple > Telas > Cinema em Casa""]",Apple,,,
