product_external_id,channel_id,store_id,price
SKU-2052,CH-WEB,LOJA-WEB,424.78
SKU-2052,CH-APP,LOJA-01,412.04
SKU-2052,CH-APP,LOJA-02,416.16
SKU-2052,CH-APP,LOJA-03,407.92
SKU-2052,CH-FISICO,LOJA-01,433.28
SKU-2052,CH-FISICO,LOJA-02,437.61
SKU-2052,CH-FISICO,LOJA-03,428.94
SKU-2052,CH-FISICO,LOJA-04,441.94
SKU-2052,CH-FISICO,LOJA-05,424.61
SKU-2052,CH-TELEVENDAS,LOJA-TELEVENDAS,420.53
SKU-2053,CH-WEB,LOJA-WEB,47.29
SKU-2053,CH-APP,LOJA-01,45.87
SKU-2053,CH-APP,LOJA-02,46.33
SKU-2053,CH-APP,LOJA-03,45.41
SKU-2053,CH-FISICO,LOJA-01,48.24
SKU-2053,CH-FISICO,LOJA-02,48.72
SKU-2053,CH-FISICO,LOJA-03,47.75
SKU-2053,CH-FISICO,LOJA-04,49.2
SKU-2053,CH-FISICO,LOJA-05,47.27
SKU-2053,CH-TELEVENDAS,LOJA-TELEVENDAS,46.82
SKU-2054,CH-WEB,LOJA-WEB,38.51
SKU-2054,CH-APP,LOJA-01,37.35
SKU-2054,CH-APP,LOJA-02,37.73
SKU-2054,CH-APP,LOJA-03,36.98
SKU-2054,CH-FISICO,LOJA-01,39.28
SKU-2054,CH-FISICO,LOJA-02,39.67
SKU-2054,CH-FISICO,LOJA-03,38.89
SKU-2054,CH-FISICO,LOJA-04,40.07
SKU-2054,CH-FISICO,LOJA-05,38.49
SKU-2054,CH-TELEVENDAS,LOJA-TELEVENDAS,38.12
SKU-2055,CH-WEB,LOJA-WEB,13.55
SKU-2055,CH-APP,LOJA-01,13.14
SKU-2055,CH-APP,LOJA-02,13.27
SKU-2055,CH-APP,LOJA-03,13.01
SKU-2055,CH-FISICO,LOJA-01,13.82
SKU-2055,CH-FISICO,LOJA-02,13.96
SKU-2055,CH-FISICO,LOJA-03,13.68
SKU-2055,CH-FISICO,LOJA-04,14.1
SKU-2055,CH-FISICO,LOJA-05,13.54
SKU-2055,CH-TELEVENDAS,LOJA-TELEVENDAS,13.41
SKU-2056,CH-WEB,LOJA-WEB,2726.67
SKU-2056,CH-APP,LOJA-01,2644.87
SKU-2056,CH-APP,LOJA-02,2671.32
SKU-2056,CH-APP,LOJA-03,2618.42
SKU-2056,CH-FISICO,LOJA-01,2781.2
SKU-2056,CH-FISICO,LOJA-02,2809.02
SKU-2056,CH-FISICO,LOJA-03,2753.39
SKU-2056,CH-FISICO,LOJA-04,2836.83
SKU-2056,CH-FISICO,LOJA-05,2725.58
SKU-2056,CH-TELEVENDAS,LOJA-TELEVENDAS,2699.4
SKU-2057,CH-WEB,LOJA-WEB,1854.56
SKU-2057,CH-APP,LOJA-01,1798.92
SKU-2057,CH-APP,LOJA-02,1816.91
SKU-2057,CH-APP,LOJA-03,1780.93
SKU-2057,CH-FISICO,LOJA-01,1891.65
SKU-2057,CH-FISICO,LOJA-02,1910.57
SKU-2057,CH-FISICO,LOJA-03,1872.73
SKU-2057,CH-FISICO,LOJA-04,1929.48
SKU-2057,CH-FISICO,LOJA-05,1853.82
SKU-2057,CH-TELEVENDAS,LOJA-TELEVENDAS,1836.01
SKU-2058,CH-WEB,LOJA-WEB,1925.49
SKU-2058,CH-APP,LOJA-01,1867.73
SKU-2058,CH-APP,LOJA-02,1886.4
SKU-2058,CH-APP,LOJA-03,1849.05
SKU-2058,CH-FISICO,LOJA-01,1964.0
SKU-2058,CH-FISICO,LOJA-02,1983.64
SKU-2058,CH-FISICO,LOJA-03,1944.36
SKU-2058,CH-FISICO,LOJA-04,2003.28
SKU-2058,CH-FISICO,LOJA-05,1924.72
SKU-2058,CH-TELEVENDAS,LOJA-TELEVENDAS,1906.24
SKU-2059,CH-WEB,LOJA-WEB,42.14
SKU-2059,CH-APP,LOJA-01,40.88
SKU-2059,CH-APP,LOJA-02,41.28
SKU-2059,CH-APP,LOJA-03,40.47
SKU-2059,CH-FISICO,LOJA-01,42.98
SKU-2059,CH-FISICO,LOJA-02,43.41
SKU-2059,CH-FISICO,LOJA-03,42.55
SKU-2059,CH-FISICO,LOJA-04,43.84
SKU-2059,CH-FISICO,LOJA-05,42.12
SKU-2059,CH-TELEVENDAS,LOJA-TELEVENDAS,41.72
SKU-2060,CH-WEB,LOJA-WEB,458.56
SKU-2060,CH-APP,LOJA-01,444.8
SKU-2060,CH-APP,LOJA-02,449.25
SKU-2060,CH-APP,LOJA-03,440.36
SKU-2060,CH-FISICO,LOJA-01,467.73
SKU-2060,CH-FISICO,LOJA-02,472.41
SKU-2060,CH-FISICO,LOJA-03,463.05
SKU-2060,CH-FISICO,LOJA-04,477.09
SKU-2060,CH-FISICO,LOJA-05,458.38
SKU-2060,CH-TELEVENDAS,LOJA-TELEVENDAS,453.97
SKU-2061,CH-WEB,LOJA-WEB,183.47
SKU-2061,CH-APP,LOJA-01,177.97
SKU-2061,CH-APP,LOJA-02,179.75
SKU-2061,CH-APP,LOJA-03,176.19
SKU-2061,CH-FISICO,LOJA-01,187.14
SKU-2061,CH-FISICO,LOJA-02,189.01
SKU-2061,CH-FISICO,LOJA-03,185.27
SKU-2061,CH-FISICO,LOJA-04,190.88
SKU-2061,CH-FISICO,LOJA-05,183.4
SKU-2061,CH-TELEVENDAS,LOJA-TELEVENDAS,181.64
SKU-2062,CH-WEB,LOJA-WEB,503.96
SKU-2062,CH-APP,LOJA-01,488.84
SKU-2062,CH-APP,LOJA-02,493.73
SKU-2062,CH-APP,LOJA-03,483.95
SKU-2062,CH-FISICO,LOJA-01,514.04
SKU-2062,CH-FISICO,LOJA-02,519.18
SKU-2062,CH-FISICO,LOJA-03,508.9
SKU-2062,CH-FISICO,LOJA-04,524.32
SKU-2062,CH-FISICO,LOJA-05,503.76
SKU-2062,CH-TELEVENDAS,LOJA-TELEVENDAS,498.92
SKU-2063,CH-WEB,LOJA-WEB,60.52
SKU-2063,CH-APP,LOJA-01,58.7
SKU-2063,CH-APP,LOJA-02,59.29
SKU-2063,CH-APP,LOJA-03,58.12
SKU-2063,CH-FISICO,LOJA-01,61.73
SKU-2063,CH-FISICO,LOJA-02,62.35
SKU-2063,CH-FISICO,LOJA-03,61.11
SKU-2063,CH-FISICO,LOJA-04,62.97
SKU-2063,CH-FISICO,LOJA-05,60.5
SKU-2063,CH-TELEVENDAS,LOJA-TELEVENDAS,59.91
SKU-2064,CH-WEB,LOJA-WEB,17.91
SKU-2064,CH-APP,LOJA-01,17.37
SKU-2064,CH-APP,LOJA-02,17.55
SKU-2064,CH-APP,LOJA-03,17.2
SKU-2064,CH-FISICO,LOJA-01,18.27
SKU-2064,CH-FISICO,LOJA-02,18.45
SKU-2064,CH-FISICO,LOJA-03,18.09
SKU-2064,CH-FISICO,LOJA-04,18.63
SKU-2064,CH-FISICO,LOJA-05,17.9
SKU-2064,CH-TELEVENDAS,LOJA-TELEVENDAS,17.73
SKU-2065,CH-WEB,LOJA-WEB,22.31
SKU-2065,CH-APP,LOJA-01,21.64
SKU-2065,CH-APP,LOJA-02,21.86
SKU-2065,CH-APP,LOJA-03,21.42
SKU-2065,CH-FISICO,LOJA-01,22.76
SKU-2065,CH-FISICO,LOJA-02,22.98
SKU-2065,CH-FISICO,LOJA-03,22.53
SKU-2065,CH-FISICO,LOJA-04,23.21
SKU-2065,CH-FISICO,LOJA-05,22.3
SKU-2065,CH-TELEVENDAS,LOJA-TELEVENDAS,22.09
SKU-2066,CH-WEB,LOJA-WEB,8120.95
SKU-2066,CH-APP,LOJA-01,7877.32
SKU-2066,CH-APP,LOJA-02,7956.09
SKU-2066,CH-APP,LOJA-03,7798.55
SKU-2066,CH-FISICO,LOJA-01,8283.37
SKU-2066,CH-FISICO,LOJA-02,8366.2
SKU-2066,CH-FISICO,LOJA-03,8200.54
SKU-2066,CH-FISICO,LOJA-04,8449.04
SKU-2066,CH-FISICO,LOJA-05,8117.7
SKU-2066,CH-TELEVENDAS,LOJA-TELEVENDAS,8039.74
SKU-2067,CH-WEB,LOJA-WEB,4459.17
SKU-2067,CH-APP,LOJA-01,4325.39
SKU-2067,CH-APP,LOJA-02,4368.65
SKU-2067,CH-APP,LOJA-03,4282.14
SKU-2067,CH-FISICO,LOJA-01,4548.35
SKU-2067,CH-FISICO,LOJA-02,4593.84
SKU-2067,CH-FISICO,LOJA-03,4502.87
SKU-2067,CH-FISICO,LOJA-04,4639.32
SKU-2067,CH-FISICO,LOJA-05,4457.39
SKU-2067,CH-TELEVENDAS,LOJA-TELEVENDAS,4414.58
SKU-2068,CH-WEB,LOJA-WEB,1641.35
SKU-2068,CH-APP,LOJA-01,1592.11
SKU-2068,CH-APP,LOJA-02,1608.03
SKU-2068,CH-APP,LOJA-03,1576.19
SKU-2068,CH-FISICO,LOJA-01,1674.18
SKU-2068,CH-FISICO,LOJA-02,1690.92
SKU-2068,CH-FISICO,LOJA-03,1657.44
SKU-2068,CH-FISICO,LOJA-04,1707.66
SKU-2068,CH-FISICO,LOJA-05,1640.69
SKU-2068,CH-TELEVENDAS,LOJA-TELEVENDAS,1624.94
SKU-2069,CH-WEB,LOJA-WEB,447.73
SKU-2069,CH-APP,LOJA-01,434.3
SKU-2069,CH-APP,LOJA-02,438.64
SKU-2069,CH-APP,LOJA-03,429.96
SKU-2069,CH-FISICO,LOJA-01,456.68
SKU-2069,CH-FISICO,LOJA-02,461.25
SKU-2069,CH-FISICO,LOJA-03,452.12
SKU-2069,CH-FISICO,LOJA-04,465.82
SKU-2069,CH-FISICO,LOJA-05,447.55
SKU-2069,CH-TELEVENDAS,LOJA-TELEVENDAS,443.25
SKU-2070,CH-WEB,LOJA-WEB,555.7
SKU-2070,CH-APP,LOJA-01,539.03
SKU-2070,CH-APP,LOJA-02,544.42
SKU-2070,CH-APP,LOJA-03,533.64
SKU-2070,CH-FISICO,LOJA-01,566.81
SKU-2070,CH-FISICO,LOJA-02,572.48
SKU-2070,CH-FISICO,LOJA-03,561.15
SKU-2070,CH-FISICO,LOJA-04,578.15
SKU-2070,CH-FISICO,LOJA-05,555.48
SKU-2070,CH-TELEVENDAS,LOJA-TELEVENDAS,550.14
SKU-2071,CH-WEB,LOJA-WEB,601.75
SKU-2071,CH-APP,LOJA-01,583.7
SKU-2071,CH-APP,LOJA-02,589.53
SKU-2071,CH-APP,LOJA-03,577.86
SKU-2071,CH-FISICO,LOJA-01,613.78
SKU-2071,CH-FISICO,LOJA-02,619.92
SKU-2071,CH-FISICO,LOJA-03,607.65
SKU-2071,CH-FISICO,LOJA-04,626.06
SKU-2071,CH-FISICO,LOJA-05,601.51
SKU-2071,CH-TELEVENDAS,LOJA-TELEVENDAS,595.73
SKU-2072,CH-WEB,LOJA-WEB,300.67
SKU-2072,CH-APP,LOJA-01,291.65
SKU-2072,CH-APP,LOJA-02,294.57
SKU-2072,CH-APP,LOJA-03,288.73
SKU-2072,CH-FISICO,LOJA-01,306.68
SKU-2072,CH-FISICO,LOJA-02,309.75
SKU-2072,CH-FISICO,LOJA-03,303.62
SKU-2072,CH-FISICO,LOJA-04,312.82
SKU-2072,CH-FISICO,LOJA-05,300.55
SKU-2072,CH-TELEVENDAS,LOJA-TELEVENDAS,297.66
SKU-2073,CH-WEB,LOJA-WEB,159.99
SKU-2073,CH-APP,LOJA-01,155.19
SKU-2073,CH-APP,LOJA-02,156.74
SKU-2073,CH-APP,LOJA-03,153.64
SKU-2073,CH-FISICO,LOJA-01,163.19
SKU-2073,CH-FISICO,LOJA-02,164.82
SKU-2073,CH-FISICO,LOJA-03,161.56
SKU-2073,CH-FISICO,LOJA-04,166.45
SKU-2073,CH-FISICO,LOJA-05,159.93
SKU-2073,CH-TELEVENDAS,LOJA-TELEVENDAS,158.39
SKU-2074,CH-WEB,LOJA-WEB,25.3
SKU-2074,CH-APP,LOJA-01,24.54
SKU-2074,CH-APP,LOJA-02,24.79
SKU-2074,CH-APP,LOJA-03,24.3
SKU-2074,CH-FISICO,LOJA-01,25.81
SKU-2074,CH-FISICO,LOJA-02,26.06
SKU-2074,CH-FISICO,LOJA-03,25.55
SKU-2074,CH-FISICO,LOJA-04,26.32
SKU-2074,CH-FISICO,LOJA-05,25.29
SKU-2074,CH-TELEVENDAS,LOJA-TELEVENDAS,25.05
SKU-2075,CH-WEB,LOJA-WEB,18.4
SKU-2075,CH-APP,LOJA-01,17.85
SKU-2075,CH-APP,LOJA-02,18.03
SKU-2075,CH-APP,LOJA-03,17.67
SKU-2075,CH-FISICO,LOJA-01,18.77
SKU-2075,CH-FISICO,LOJA-02,18.96
SKU-2075,CH-FISICO,LOJA-03,18.58
SKU-2075,CH-FISICO,LOJA-04,19.14
SKU-2075,CH-FISICO,LOJA-05,18.39
SKU-2075,CH-TELEVENDAS,LOJA-TELEVENDAS,18.22
SKU-2076,CH-WEB,LOJA-WEB,7528.54
SKU-2076,CH-APP,LOJA-01,7302.68
SKU-2076,CH-APP,LOJA-02,7375.71
SKU-2076,CH-APP,LOJA-03,7229.66
SKU-2076,CH-FISICO,LOJA-01,7679.11
SKU-2076,CH-FISICO,LOJA-02,7755.9
SKU-2076,CH-FISICO,LOJA-03,7602.32
SKU-2076,CH-FISICO,LOJA-04,7832.69
SKU-2076,CH-FISICO,LOJA-05,7525.53
SKU-2076,CH-TELEVENDAS,LOJA-TELEVENDAS,7453.25
SKU-2077,CH-WEB,LOJA-WEB,7779.89
SKU-2077,CH-APP,LOJA-01,7546.49
SKU-2077,CH-APP,LOJA-02,7621.96
SKU-2077,CH-APP,LOJA-03,7471.03
SKU-2077,CH-FISICO,LOJA-01,7935.49
SKU-2077,CH-FISICO,LOJA-02,8014.84
SKU-2077,CH-FISICO,LOJA-03,7856.13
SKU-2077,CH-FISICO,LOJA-04,8094.2
SKU-2077,CH-FISICO,LOJA-05,7776.78
SKU-2077,CH-TELEVENDAS,LOJA-TELEVENDAS,7702.09
SKU-2078,CH-WEB,LOJA-WEB,319.51
SKU-2078,CH-APP,LOJA-01,309.92
SKU-2078,CH-APP,LOJA-02,313.02
SKU-2078,CH-APP,LOJA-03,306.83
SKU-2078,CH-FISICO,LOJA-01,325.9
SKU-2078,CH-FISICO,LOJA-02,329.16
SKU-2078,CH-FISICO,LOJA-03,322.64
SKU-2078,CH-FISICO,LOJA-04,332.42
SKU-2078,CH-FISICO,LOJA-05,319.38
SKU-2078,CH-TELEVENDAS,LOJA-TELEVENDAS,316.31
SKU-2079,CH-WEB,LOJA-WEB,287.82
SKU-2079,CH-APP,LOJA-01,279.19
SKU-2079,CH-APP,LOJA-02,281.98
SKU-2079,CH-APP,LOJA-03,276.39
SKU-2079,CH-FISICO,LOJA-01,293.58
SKU-2079,CH-FISICO,LOJA-02,296.51
SKU-2079,CH-FISICO,LOJA-03,290.64
SKU-2079,CH-FISICO,LOJA-04,299.45
SKU-2079,CH-FISICO,LOJA-05,287.7
SKU-2079,CH-TELEVENDAS,LOJA-TELEVENDAS,284.94
SKU-2080,CH-WEB,LOJA-WEB,71.96
SKU-2080,CH-APP,LOJA-01,69.8
SKU-2080,CH-APP,LOJA-02,70.5
SKU-2080,CH-APP,LOJA-03,69.1
SKU-2080,CH-FISICO,LOJA-01,73.4
SKU-2080,CH-FISICO,LOJA-02,74.13
SKU-2080,CH-FISICO,LOJA-03,72.67
SKU-2080,CH-FISICO,LOJA-04,74.87
SKU-2080,CH-FISICO,LOJA-05,71.93
SKU-2080,CH-TELEVENDAS,LOJA-TELEVENDAS,71.24
SKU-2081,CH-WEB,LOJA-WEB,106.08
SKU-2081,CH-APP,LOJA-01,102.9
SKU-2081,CH-APP,LOJA-02,103.93
SKU-2081,CH-APP,LOJA-03,101.87
SKU-2081,CH-FISICO,LOJA-01,108.2
SKU-2081,CH-FISICO,LOJA-02,109.28
SKU-2081,CH-FISICO,LOJA-03,107.12
SKU-2081,CH-FISICO,LOJA-04,110.37
SKU-2081,CH-FISICO,LOJA-05,106.04
SKU-2081,CH-TELEVENDAS,LOJA-TELEVENDAS,105.02
SKU-2082,CH-WEB,LOJA-WEB,434.32
SKU-2082,CH-APP,LOJA-01,421.29
SKU-2082,CH-APP,LOJA-02,425.5
SKU-2082,CH-APP,LOJA-03,417.08
SKU-2082,CH-FISICO,LOJA-01,443.01
SKU-2082,CH-FISICO,LOJA-02,447.44
SKU-2082,CH-FISICO,LOJA-03,438.58
SKU-2082,CH-FISICO,LOJA-04,451.87
SKU-2082,CH-FISICO,LOJA-05,434.15
SKU-2082,CH-TELEVENDAS,LOJA-TELEVENDAS,429.98
SKU-2083,CH-WEB,LOJA-WEB,147.8
SKU-2083,CH-APP,LOJA-01,143.37
SKU-2083,CH-APP,LOJA-02,144.8
SKU-2083,CH-APP,LOJA-03,141.93
SKU-2083,CH-FISICO,LOJA-01,150.76
SKU-2083,CH-FISICO,LOJA-02,152.26
SKU-2083,CH-FISICO,LOJA-03,149.25
SKU-2083,CH-FISICO,LOJA-04,153.77
SKU-2083,CH-FISICO,LOJA-05,147.74
SKU-2083,CH-TELEVENDAS,LOJA-TELEVENDAS,146.32
SKU-2084,CH-WEB,LOJA-WEB,9.14
SKU-2084,CH-APP,LOJA-01,8.87
SKU-2084,CH-APP,LOJA-02,8.95
SKU-2084,CH-APP,LOJA-03,8.78
SKU-2084,CH-FISICO,LOJA-01,9.32
SKU-2084,CH-FISICO,LOJA-02,9.42
SKU-2084,CH-FISICO,LOJA-03,9.23
SKU-2084,CH-FISICO,LOJA-04,9.51
SKU-2084,CH-FISICO,LOJA-05,9.14
SKU-2084,CH-TELEVENDAS,LOJA-TELEVENDAS,9.05
SKU-2085,CH-WEB,LOJA-WEB,26.63
SKU-2085,CH-APP,LOJA-01,25.83
SKU-2085,CH-APP,LOJA-02,26.09
SKU-2085,CH-APP,LOJA-03,25.57
SKU-2085,CH-FISICO,LOJA-01,27.16
SKU-2085,CH-FISICO,LOJA-02,27.43
SKU-2085,CH-FISICO,LOJA-03,26.89
SKU-2085,CH-FISICO,LOJA-04,27.71
SKU-2085,CH-FISICO,LOJA-05,26.62
SKU-2085,CH-TELEVENDAS,LOJA-TELEVENDAS,26.36
SKU-2086,CH-WEB,LOJA-WEB,6131.0
SKU-2086,CH-APP,LOJA-01,5947.07
SKU-2086,CH-APP,LOJA-02,6006.54
SKU-2086,CH-APP,LOJA-03,5887.6
SKU-2086,CH-FISICO,LOJA-01,6253.62
SKU-2086,CH-FISICO,LOJA-02,6316.16
SKU-2086,CH-FISICO,LOJA-03,6191.08
SKU-2086,CH-FISICO,LOJA-04,6378.69
SKU-2086,CH-FISICO,LOJA-05,6128.55
SKU-2086,CH-TELEVENDAS,LOJA-TELEVENDAS,6069.69
SKU-2087,CH-WEB,LOJA-WEB,1316.89
SKU-2087,CH-APP,LOJA-01,1277.38
SKU-2087,CH-APP,LOJA-02,1290.16
SKU-2087,CH-APP,LOJA-03,1264.61
SKU-2087,CH-FISICO,LOJA-01,1343.23
SKU-2087,CH-FISICO,LOJA-02,1356.66
SKU-2087,CH-FISICO,LOJA-03,1329.8
SKU-2087,CH-FISICO,LOJA-04,1370.09
SKU-2087,CH-FISICO,LOJA-05,1316.36
SKU-2087,CH-TELEVENDAS,LOJA-TELEVENDAS,1303.72
SKU-2088,CH-WEB,LOJA-WEB,1819.6
SKU-2088,CH-APP,LOJA-01,1765.01
SKU-2088,CH-APP,LOJA-02,1782.66
SKU-2088,CH-APP,LOJA-03,1747.36
SKU-2088,CH-FISICO,LOJA-01,1855.99
SKU-2088,CH-FISICO,LOJA-02,1874.55
SKU-2088,CH-FISICO,LOJA-03,1837.43
SKU-2088,CH-FISICO,LOJA-04,1893.11
SKU-2088,CH-FISICO,LOJA-05,1818.87
SKU-2088,CH-TELEVENDAS,LOJA-TELEVENDAS,1801.4
SKU-2089,CH-WEB,LOJA-WEB,217.09
SKU-2089,CH-APP,LOJA-01,210.58
SKU-2089,CH-APP,LOJA-02,212.68
SKU-2089,CH-APP,LOJA-03,208.47
SKU-2089,CH-FISICO,LOJA-01,221.43
SKU-2089,CH-FISICO,LOJA-02,223.65
SKU-2089,CH-FISICO,LOJA-03,219.22
SKU-2089,CH-FISICO,LOJA-04,225.86
SKU-2089,CH-FISICO,LOJA-05,217.0
SKU-2089,CH-TELEVENDAS,LOJA-TELEVENDAS,214.92
SKU-2090,CH-WEB,LOJA-WEB,88.89
SKU-2090,CH-APP,LOJA-01,86.22
SKU-2090,CH-APP,LOJA-02,87.09
SKU-2090,CH-APP,LOJA-03,85.36
SKU-2090,CH-FISICO,LOJA-01,90.67
SKU-2090,CH-FISICO,LOJA-02,91.57
SKU-2090,CH-FISICO,LOJA-03,89.76
SKU-2090,CH-FISICO,LOJA-04,92.48
SKU-2090,CH-FISICO,LOJA-05,88.85
SKU-2090,CH-TELEVENDAS,LOJA-TELEVENDAS,88.0
SKU-2091,CH-WEB,LOJA-WEB,106.51
SKU-2091,CH-APP,LOJA-01,103.31
SKU-2091,CH-APP,LOJA-02,104.35
SKU-2091,CH-APP,LOJA-03,102.28
SKU-2091,CH-FISICO,LOJA-01,108.64
SKU-2091,CH-FISICO,LOJA-02,109.73
SKU-2091,CH-FISICO,LOJA-03,107.55
SKU-2091,CH-FISICO,LOJA-04,110.81
SKU-2091,CH-FISICO,LOJA-05,106.47
SKU-2091,CH-TELEVENDAS,LOJA-TELEVENDAS,105.44
SKU-2092,CH-WEB,LOJA-WEB,488.15
SKU-2092,CH-APP,LOJA-01,473.51
SKU-2092,CH-APP,LOJA-02,478.24
SKU-2092,CH-APP,LOJA-03,468.77
SKU-2092,CH-FISICO,LOJA-01,497.91
SKU-2092,CH-FISICO,LOJA-02,502.89
SKU-2092,CH-FISICO,LOJA-03,492.93
SKU-2092,CH-FISICO,LOJA-04,507.87
SKU-2092,CH-FISICO,LOJA-05,487.95
SKU-2092,CH-TELEVENDAS,LOJA-TELEVENDAS,483.27
SKU-2093,CH-WEB,LOJA-WEB,42.59
SKU-2093,CH-APP,LOJA-01,41.31
SKU-2093,CH-APP,LOJA-02,41.73
SKU-2093,CH-APP,LOJA-03,40.9
SKU-2093,CH-FISICO,LOJA-01,43.44
SKU-2093,CH-FISICO,LOJA-02,43.88
SKU-2093,CH-FISICO,LOJA-03,43.01
SKU-2093,CH-FISICO,LOJA-04,44.31
SKU-2093,CH-FISICO,LOJA-05,42.57
SKU-2093,CH-TELEVENDAS,LOJA-TELEVENDAS,42.16
SKU-2094,CH-WEB,LOJA-WEB,13.51
SKU-2094,CH-APP,LOJA-01,13.1
SKU-2094,CH-APP,LOJA-02,13.24
SKU-2094,CH-APP,LOJA-03,12.97
SKU-2094,CH-FISICO,LOJA-01,13.78
SKU-2094,CH-FISICO,LOJA-02,13.92
SKU-2094,CH-FISICO,LOJA-03,13.64
SKU-2094,CH-FISICO,LOJA-04,14.06
SKU-2094,CH-FISICO,LOJA-05,13.5
SKU-2094,CH-TELEVENDAS,LOJA-TELEVENDAS,13.37
SKU-2095,CH-WEB,LOJA-WEB,26.1
SKU-2095,CH-APP,LOJA-01,25.32
SKU-2095,CH-APP,LOJA-02,25.57
SKU-2095,CH-APP,LOJA-03,25.06
SKU-2095,CH-FISICO,LOJA-01,26.62
SKU-2095,CH-FISICO,LOJA-02,26.89
SKU-2095,CH-FISICO,LOJA-03,26.36
SKU-2095,CH-FISICO,LOJA-04,27.15
SKU-2095,CH-FISICO,LOJA-05,26.09
SKU-2095,CH-TELEVENDAS,LOJA-TELEVENDAS,25.84
SKU-2096,CH-WEB,LOJA-WEB,1993.99
SKU-2096,CH-APP,LOJA-01,1934.17
SKU-2096,CH-APP,LOJA-02,1953.51
SKU-2096,CH-APP,LOJA-03,1914.83
SKU-2096,CH-FISICO,LOJA-01,2033.87
SKU-2096,CH-FISICO,LOJA-02,2054.21
SKU-2096,CH-FISICO,LOJA-03,2013.53
SKU-2096,CH-FISICO,LOJA-04,2074.55
SKU-2096,CH-FISICO,LOJA-05,1993.19
SKU-2096,CH-TELEVENDAS,LOJA-TELEVENDAS,1974.05
SKU-2097,CH-WEB,LOJA-WEB,5147.8
SKU-2097,CH-APP,LOJA-01,4993.37
SKU-2097,CH-APP,LOJA-02,5043.3
SKU-2097,CH-APP,LOJA-03,4943.43
SKU-2097,CH-FISICO,LOJA-01,5250.76
SKU-2097,CH-FISICO,LOJA-02,5303.26
SKU-2097,CH-FISICO,LOJA-03,5198.25
SKU-2097,CH-FISICO,LOJA-04,5355.77
SKU-2097,CH-FISICO,LOJA-05,5145.74
SKU-2097,CH-TELEVENDAS,LOJA-TELEVENDAS,5096.32
SKU-2098,CH-WEB,LOJA-WEB,1665.54
SKU-2098,CH-APP,LOJA-01,1615.57
SKU-2098,CH-APP,LOJA-02,1631.73
SKU-2098,CH-APP,LOJA-03,1599.42
SKU-2098,CH-FISICO,LOJA-01,1698.85
SKU-2098,CH-FISICO,LOJA-02,1715.84
SKU-2098,CH-FISICO,LOJA-03,1681.86
SKU-2098,CH-FISICO,LOJA-04,1732.83
SKU-2098,CH-FISICO,LOJA-05,1664.87
SKU-2098,CH-TELEVENDAS,LOJA-TELEVENDAS,1648.88
SKU-2099,CH-WEB,LOJA-WEB,147.55
SKU-2099,CH-APP,LOJA-01,143.12
SKU-2099,CH-APP,LOJA-02,144.55
SKU-2099,CH-APP,LOJA-03,141.69
SKU-2099,CH-FISICO,LOJA-01,150.5
SKU-2099,CH-FISICO,LOJA-02,152.01
SKU-2099,CH-FISICO,LOJA-03,149.0
SKU-2099,CH-FISICO,LOJA-04,153.51
SKU-2099,CH-FISICO,LOJA-05,147.49
SKU-2099,CH-TELEVENDAS,LOJA-TELEVENDAS,146.07
SKU-2100,CH-WEB,LOJA-WEB,201.44
SKU-2100,CH-APP,LOJA-01,195.4
SKU-2100,CH-APP,LOJA-02,197.35
SKU-2100,CH-APP,LOJA-03,193.44
SKU-2100,CH-FISICO,LOJA-01,205.47
SKU-2100,CH-FISICO,LOJA-02,207.52
SKU-2100,CH-FISICO,LOJA-03,203.41
SKU-2100,CH-FISICO,LOJA-04,209.58
SKU-2100,CH-FISICO,LOJA-05,201.36
SKU-2100,CH-TELEVENDAS,LOJA-TELEVENDAS,199.43
SKU-2101,CH-WEB,LOJA-WEB,381.47
SKU-2101,CH-APP,LOJA-01,370.03
SKU-2101,CH-APP,LOJA-02,373.73
SKU-2101,CH-APP,LOJA-03,366.33
SKU-2101,CH-FISICO,LOJA-01,389.1
SKU-2101,CH-FISICO,LOJA-02,392.99
SKU-2101,CH-FISICO,LOJA-03,385.21
SKU-2101,CH-FISICO,LOJA-04,396.88
SKU-2101,CH-FISICO,LOJA-05,381.32
SKU-2101,CH-TELEVENDAS,LOJA-TELEVENDAS,377.66
SKU-2102,CH-WEB,LOJA-WEB,143.0
SKU-2102,CH-APP,LOJA-01,138.71
SKU-2102,CH-APP,LOJA-02,140.1
SKU-2102,CH-APP,LOJA-03,137.32
SKU-2102,CH-FISICO,LOJA-01,145.86
SKU-2102,CH-FISICO,LOJA-02,147.32
SKU-2102,CH-FISICO,LOJA-03,144.4
SKU-2102,CH-FISICO,LOJA-04,148.78
SKU-2102,CH-FISICO,LOJA-05,142.94
SKU-2102,CH-TELEVENDAS,LOJA-TELEVENDAS,141.57
SKU-2103,CH-WEB,LOJA-WEB,114.84
SKU-2103,CH-APP,LOJA-01,111.39
SKU-2103,CH-APP,LOJA-02,112.51
SKU-2103,CH-APP,LOJA-03,110.28
SKU-2103,CH-FISICO,LOJA-01,117.14
SKU-2103,CH-FISICO,LOJA-02,118.31
SKU-2103,CH-FISICO,LOJA-03,115.97
SKU-2103,CH-FISICO,LOJA-04,119.48
SKU-2103,CH-FISICO,LOJA-05,114.79
SKU-2103,CH-TELEVENDAS,LOJA-TELEVENDAS,113.69
