order_id,customer_ref,channel_id,store_id,status,ordered_at,gross_value,discount_value,tax_value,net_value,product_external_id,quantity,unit_price,discount_amount,tax_amount,net_price,is_promo
PED-00248,CLI-10017,CH-WEB,LOJA-WEB,cancelled,2024-10-16T01:24:00,1296.78,0.0,83.97,1380.75,SKU-2137,1,1296.78,0.0,83.97,1380.75,False
PED-00248,CLI-10017,CH-WEB,LOJA-WEB,cancelled,2024-10-16T01:24:00,14027.31,0.0,1491.3,15518.61,SKU-2136,3,4243.51,0.0,469.11,4712.62,False
PED-00249,CLI-10017,CH-WEB,LOJA-WEB,delivered,2024-10-16T22:25:19,330.24,0.0,18.54,348.78,SKU-2018,3,110.08,0.0,6.18,116.26,False
PED-00249,CLI-10017,CH-WEB,LOJA-WEB,delivered,2024-10-16T22:25:19,419.99,0.0,24.61,444.6,SKU-2039,1,89.75,0.0,6.07,95.82,False
PED-00249,CLI-10017,CH-WEB,LOJA-WEB,delivered,2024-10-16T22:25:19,9532.78,0.0,625.46,10158.24,SKU-2006,1,9112.79,0.0,600.85,9713.64,False
PED-00249,CLI-10017,CH-WEB,LOJA-WEB,delivered,2024-10-16T22:25:19,18033.1,0.0,1318.9,19352.0,SKU-2117,2,4250.16,0.0,346.72,4596.88,False
PED-00250,CLI-10017,CH-WEB,LOJA-WEB,delivered,2024-10-19T23:17:40,22320.15,0.0,2211.06,24531.21,SKU-2016,3,7440.05,0.0,737.02,8177.07,False
PED-00251,CLI-10017,CH-FISICO,LOJA-05,delivered,2024-11-09T23:28:10,5147.8,0.0,306.53,5454.33,SKU-2097,1,5147.8,0.0,306.53,5454.33,False
PED-00251,CLI-10017,CH-FISICO,LOJA-05,delivered,2024-11-09T23:28:10,5910.74,0.0,390.05,6300.79,SKU-2101,2,381.47,0.0,41.76,423.23,False
PED-00251,CLI-10017,CH-FISICO,LOJA-05,delivered,2024-11-09T23:28:10,19641.28,0.0,1215.05,20856.33,SKU-2007,2,6865.27,0.0,412.5,7277.77,False
PED-00251,CLI-10017,CH-FISICO,LOJA-05,delivered,2024-11-09T23:28:10,21438.19,0.0,1426.31,22864.5,SKU-2121,3,598.97,0.0,70.42,669.39,False
PED-00252,CLI-10017,CH-WEB,LOJA-WEB,delivered,2024-11-18T07:27:51,502.58,0.0,38.99,541.57,SKU-2031,1,502.58,0.0,38.99,541.57,False
PED-00252,CLI-10017,CH-WEB,LOJA-WEB,delivered,2024-11-18T07:27:51,1474.13,0.0,108.29,1582.42,SKU-2010,3,323.85,0.0,23.1,346.95,False
PED-00253,CLI-10017,CH-WEB,LOJA-WEB,delivered,2024-12-06T23:29:48,361.5,0.0,24.47,385.97,SKU-2041,1,361.5,0.0,24.47,385.97,False
PED-00253,CLI-10017,CH-WEB,LOJA-WEB,delivered,2024-12-06T23:29:48,4227.91,0.0,434.22,4662.13,SKU-2047,1,3866.41,0.0,409.75,4276.16,False
PED-00254,CLI-10017,CH-WEB,LOJA-WEB,returned,2024-12-22T04:42:57,1309.76,255.56,88.66,1142.86,SKU-2140,2,654.88,127.78,44.33,571.43,True
PED-00254,CLI-10017,CH-WEB,LOJA-WEB,returned,2024-12-22T04:42:57,1529.92,255.56,110.02,1384.38,SKU-2018,2,110.08,0.0,10.68,120.76,False
PED-00254,CLI-10017,CH-WEB,LOJA-WEB,returned,2024-12-22T04:42:57,1555.22,255.56,112.38,1412.04,SKU-2074,1,25.3,0.0,2.36,27.66,False
PED-00254,CLI-10017,CH-WEB,LOJA-WEB,returned,2024-12-22T04:42:57,4294.78,255.56,335.78,4375.0,SKU-2017,1,2739.56,0.0,223.4,2962.96,False
PED-00255,CLI-10017,CH-WEB,LOJA-WEB,delivered,2024-12-25T02:36:18,71.96,0.0,7.56,79.52,SKU-2080,1,71.96,0.0,7.56,79.52,False
PED-00255,CLI-10017,CH-WEB,LOJA-WEB,delivered,2024-12-25T02:36:18,278.6,0.0,24.21,302.81,SKU-2109,3,68.88,0.0,5.55,74.43,False
PED-00255,CLI-10017,CH-WEB,LOJA-WEB,delivered,2024-12-25T02:36:18,491.96,0.0,45.83,537.79,SKU-2043,2,106.68,0.0,10.81,117.49,False
PED-00256,CLI-10017,CH-WEB,LOJA-WEB,delivered,2024-12-30T01:39:48,108.48,0.0,11.82,120.3,SKU-2044,3,36.16,0.0,3.94,40.1,False
PED-00257,CLI-10017,CH-WEB,LOJA-WEB,delivered,2024-12-31T06:33:27,692.16,0.0,65.21,757.37,SKU-2019,1,692.16,0.0,65.21,757.37,False
PED-00258,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-01-07T04:14:50,942.16,0.0,112.98,1055.14,SKU-2141,2,471.08,0.0,56.49,527.57,False
PED-00259,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-01-19T02:10:38,47.19,5.79,2.1,43.5,SKU-2034,3,15.73,1.93,0.7,14.5,True
PED-00259,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-01-19T02:10:38,1138.81,5.79,118.31,1251.33,SKU-2118,1,1091.62,0.0,116.21,1207.83,False
PED-00259,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-01-19T02:10:38,4854.85,5.79,501.08,5350.14,SKU-2128,3,1238.68,0.0,127.59,1366.27,False
PED-00260,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-01-20T11:24:06,146.69,0.0,12.34,159.03,SKU-2123,1,146.69,0.0,12.34,159.03,False
PED-00260,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-01-20T11:24:06,253.2,0.0,19.41,272.61,SKU-2091,1,106.51,0.0,7.07,113.58,False
PED-00261,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-01-26T07:10:08,257.31,0.0,24.27,281.58,SKU-2011,3,85.77,0.0,8.09,93.86,False
PED-00261,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-01-26T07:10:08,905.01,0.0,68.59,973.6,SKU-2010,2,323.85,0.0,22.16,346.01,False
PED-00261,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-01-26T07:10:08,2207.97,0.0,168.1,2376.07,SKU-2082,3,434.32,0.0,33.17,467.49,False
PED-00261,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-01-26T07:10:08,10224.59,0.0,935.56,11160.15,SKU-2026,2,4008.31,0.0,383.73,4392.04,False
PED-00262,CLI-10017,CH-WEB,LOJA-WEB,cancelled,2025-02-01T02:27:03,266.67,60.39,16.68,222.96,SKU-2090,3,88.89,20.13,5.56,74.32,True
PED-00262,CLI-10017,CH-WEB,LOJA-WEB,cancelled,2025-02-01T02:27:03,2086.27,385.54,113.53,1814.26,SKU-2088,1,1819.6,325.15,96.85,1591.3,True
PED-00262,CLI-10017,CH-WEB,LOJA-WEB,cancelled,2025-02-01T02:27:03,2102.28,385.54,115.01,1831.75,SKU-2124,1,16.01,0.0,1.48,17.49,False
PED-00262,CLI-10017,CH-WEB,LOJA-WEB,cancelled,2025-02-01T02:27:03,2248.97,385.54,126.6,1990.03,SKU-2123,1,146.69,0.0,11.59,158.28,False
PED-00263,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-02-02T01:29:44,26.48,4.36,1.36,23.48,SKU-2105,1,26.48,4.36,1.36,23.48,True
PED-00263,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-02-02T01:29:44,58.97,4.36,5.02,59.63,SKU-2005,3,10.83,0.0,1.22,12.05,False
PED-00264,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-02-03T12:20:56,18.57,0.0,2.22,20.79,SKU-2144,1,18.57,0.0,2.22,20.79,False
PED-00264,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-02-03T12:20:56,116.25,0.0,12.78,129.03,SKU-2004,2,48.84,0.0,5.28,54.12,False
PED-00264,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-02-03T12:20:56,1018.26,0.0,94.68,1112.94,SKU-2072,3,300.67,0.0,27.3,327.97,False
PED-00264,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-02-03T12:20:56,1662.04,0.0,149.89,1811.93,SKU-2021,1,643.78,0.0,55.21,698.99,False
PED-00265,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-02-12T18:00:42,3850.98,0.0,221.82,4072.8,SKU-2058,2,1925.49,0.0,110.91,2036.4,False
PED-00266,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-02-28T10:06:34,87.42,0.0,8.04,95.46,SKU-2024,2,43.71,0.0,4.02,47.73,False
PED-00266,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-02-28T10:06:34,132.09,0.0,10.65,142.74,SKU-2045,3,14.89,0.0,0.87,15.76,False
PED-00267,CLI-10017,CH-WEB,LOJA-WEB,confirmed,2025-03-01T12:51:40,143.4,0.0,9.48,152.88,SKU-2133,3,47.8,0.0,3.16,50.96,False
PED-00267,CLI-10017,CH-WEB,LOJA-WEB,confirmed,2025-03-01T12:51:40,2189.14,0.0,166.36,2355.5,SKU-2107,2,1022.87,0.0,78.44,1101.31,False
PED-00267,CLI-10017,CH-WEB,LOJA-WEB,confirmed,2025-03-01T12:51:40,2229.67,0.0,170.95,2400.62,SKU-2094,3,13.51,0.0,1.53,15.04,False
PED-00267,CLI-10017,CH-WEB,LOJA-WEB,confirmed,2025-03-01T12:51:40,2486.98,0.0,191.47,2678.45,SKU-2011,3,85.77,0.0,6.84,92.61,False
PED-00268,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-03-13T02:59:38,66.93,0.0,3.39,70.32,SKU-2065,3,22.31,0.0,1.13,23.44,False
PED-00268,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-03-13T02:59:38,3429.81,0.0,360.87,3790.68,SKU-2048,3,1120.96,0.0,119.16,1240.12,False
PED-00268,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-03-13T02:59:38,3650.69,0.0,374.31,4025.0,SKU-2001,2,110.44,0.0,6.72,117.16,False
PED-00268,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-03-13T02:59:38,16098.95,0.0,1224.42,17323.37,SKU-2147,3,4149.42,0.0,283.37,4432.79,False
PED-00269,CLI-10017,CH-WEB,LOJA-WEB,returned,2025-03-19T18:19:00,849.56,0.0,75.72,925.28,SKU-2052,2,424.78,0.0,37.86,462.64,False
PED-00269,CLI-10017,CH-WEB,LOJA-WEB,returned,2025-03-19T18:19:00,902.52,0.0,79.5,982.02,SKU-2105,2,26.48,0.0,1.89,28.37,False
PED-00269,CLI-10017,CH-WEB,LOJA-WEB,returned,2025-03-19T18:19:00,1844.68,0.0,152.86,1997.54,SKU-2141,2,471.08,0.0,36.68,507.76,False
PED-00269,CLI-10017,CH-WEB,LOJA-WEB,returned,2025-03-19T18:19:00,2198.14,0.0,186.85,2384.99,SKU-2142,1,353.46,0.0,33.99,387.45,False
PED-00270,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-03-24T11:39:51,406.06,0.0,37.76,443.82,SKU-2130,2,203.03,0.0,18.88,221.91,False
PED-00270,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-03-24T11:39:51,835.06,0.0,64.04,899.1,SKU-2102,3,143.0,0.0,8.76,151.76,False
PED-00271,CLI-10017,CH-APP,LOJA-02,cancelled,2025-03-24T12:40:49,699.12,40.24,50.66,709.54,SKU-2022,2,349.56,20.12,25.33,354.77,True
PED-00271,CLI-10017,CH-APP,LOJA-02,cancelled,2025-03-24T12:40:49,15579.22,40.24,1337.34,16876.32,SKU-2016,2,7440.05,0.0,643.34,8083.39,False
PED-00271,CLI-10017,CH-APP,LOJA-02,cancelled,2025-03-24T12:40:49,28956.73,40.24,2060.04,30976.53,SKU-2067,3,4459.17,0.0,240.9,4700.07,False
PED-00271,CLI-10017,CH-APP,LOJA-02,cancelled,2025-03-24T12:40:49,31683.4,40.24,2280.16,33923.32,SKU-2056,1,2726.67,0.0,220.12,2946.79,False
PED-00272,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-04-02T01:36:16,609.09,0.0,56.67,665.76,SKU-2130,3,203.03,0.0,18.89,221.92,False
PED-00273,CLI-10017,CH-WEB,LOJA-WEB,returned,2025-04-05T15:01:25,1111.4,0.0,86.32,1197.72,SKU-2070,2,555.7,0.0,43.16,598.86,False
PED-00274,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-04-11T10:44:03,1309.76,0.0,116.74,1426.5,SKU-2140,2,654.88,0.0,58.37,713.25,False
PED-00275,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-04-14T20:31:06,29890.05,2540.85,2336.61,29685.81,SKU-2116,3,9963.35,846.95,778.87,9895.27,True
PED-00275,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-04-14T20:31:06,30234.57,2578.35,2372.31,30028.53,SKU-2103,3,114.84,12.5,11.9,114.24,True
PED-00276,CLI-10017,CH-WEB,LOJA-WEB,confirmed,2025-05-09T22:01:32,136.62,0.0,14.08,150.7,SKU-2113,2,68.31,0.0,7.04,75.35,False
PED-00276,CLI-10017,CH-WEB,LOJA-WEB,confirmed,2025-05-09T22:01:32,4124.6,0.0,463.76,4588.36,SKU-2096,2,1993.99,0.0,224.84,2218.83,False
PED-00276,CLI-10017,CH-WEB,LOJA-WEB,confirmed,2025-05-09T22:01:32,4143.17,0.0,465.02,4608.19,SKU-2144,1,18.57,0.0,1.26,19.83,False
PED-00277,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-05-22T07:46:58,79.44,17.19,4.2,66.45,SKU-2105,3,26.48,5.73,1.4,22.15,True
PED-00277,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-05-22T07:46:58,168.33,17.19,13.3,164.44,SKU-2090,1,88.89,0.0,9.1,97.99,False
PED-00277,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-05-22T07:46:58,329.87,55.35,23.58,298.1,SKU-2132,2,80.77,19.08,5.14,66.83,True
PED-00278,CLI-10017,CH-WEB,LOJA-WEB,cancelled,2025-06-09T06:18:27,5863.96,0.0,651.44,6515.4,SKU-2127,1,5863.96,0.0,651.44,6515.4,False
PED-00278,CLI-10017,CH-WEB,LOJA-WEB,cancelled,2025-06-09T06:18:27,6509.09,0.0,721.4,7230.49,SKU-2051,1,645.13,0.0,69.96,715.09,False
PED-00279,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-06-12T18:37:08,10952.61,2425.11,998.22,9525.72,SKU-2126,3,3650.87,808.37,332.74,3175.24,True
PED-00280,CLI-10017,CH-WEB,LOJA-WEB,confirmed,2025-06-16T11:29:49,36.84,0.0,3.78,40.62,SKU-2125,2,18.42,0.0,1.89,20.31,False
PED-00280,CLI-10017,CH-WEB,LOJA-WEB,confirmed,2025-06-16T11:29:49,4707.13,980.08,311.85,4038.9,SKU-2046,1,4670.29,980.08,308.07,3998.28,True
PED-00280,CLI-10017,CH-WEB,LOJA-WEB,confirmed,2025-06-16T11:29:49,5316.22,1052.83,370.98,4634.37,SKU-2130,3,203.03,24.25,19.71,198.49,True
PED-00281,CLI-10017,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2025-06-21T08:33:00,94.58,0.0,6.88,101.46,SKU-2053,2,47.29,0.0,3.44,50.73,False
PED-00282,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-06-23T18:09:23,2633.78,0.0,260.88,2894.66,SKU-2087,2,1316.89,0.0,130.44,1447.33,False
PED-00282,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-06-23T18:09:23,2718.96,0.0,267.52,2986.48,SKU-2093,2,42.59,0.0,3.32,45.91,False
PED-00282,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-06-23T18:09:23,10451.78,0.0,725.14,11176.92,SKU-2047,2,3866.41,0.0,228.81,4095.22,False
PED-00282,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-06-23T18:09:23,28043.66,0.0,2607.34,30651.0,SKU-2127,3,5863.96,0.0,627.4,6491.36,False
PED-00283,CLI-10017,CH-WEB,LOJA-WEB,confirmed,2025-07-06T18:26:19,9116.44,0.0,568.52,9684.96,SKU-2037,2,4558.22,0.0,284.26,4842.48,False
PED-00283,CLI-10017,CH-WEB,LOJA-WEB,confirmed,2025-07-06T18:26:19,9555.3,0.0,617.9,10173.2,SKU-2038,2,219.43,0.0,24.69,244.12,False
PED-00284,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-07-12T20:42:41,79.62,6.58,4.76,77.8,SKU-2143,2,39.81,3.29,2.38,38.9,True
PED-00284,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-07-12T20:42:41,115.86,6.58,8.16,117.44,SKU-2145,2,18.12,0.0,1.7,19.82,False
PED-00284,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-07-12T20:42:41,908.58,6.58,62.22,964.22,SKU-2012,2,396.36,0.0,27.03,423.39,False
PED-00285,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-07-19T08:54:03,1507.74,0.0,132.21,1639.95,SKU-2031,3,502.58,0.0,44.07,546.65,False
PED-00285,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-07-19T08:54:03,1941.92,0.0,174.37,2116.29,SKU-2089,2,217.09,0.0,21.08,238.17,False
PED-00285,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-07-19T08:54:03,2396.34,0.0,211.31,2607.65,SKU-2050,2,227.21,0.0,18.47,245.68,False
PED-00285,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-07-19T08:54:03,6545.76,0.0,502.0,7047.76,SKU-2147,1,4149.42,0.0,290.69,4440.11,False
PED-00286,CLI-10017,CH-WEB,LOJA-WEB,confirmed,2025-07-20T14:52:39,1022.87,121.44,64.85,966.28,SKU-2107,1,1022.87,121.44,64.85,966.28,True
PED-00286,CLI-10017,CH-WEB,LOJA-WEB,confirmed,2025-07-20T14:52:39,17497.25,121.44,1197.02,18572.83,SKU-2146,3,5491.46,0.0,377.39,5868.85,False
PED-00286,CLI-10017,CH-WEB,LOJA-WEB,confirmed,2025-07-20T14:52:39,17841.77,121.44,1235.66,18955.99,SKU-2103,3,114.84,0.0,12.88,127.72,False
PED-00287,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-08-11T21:57:56,26.48,0.0,2.55,29.03,SKU-2105,1,26.48,0.0,2.55,29.03,False
PED-00287,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-08-11T21:57:56,1274.6,0.0,71.94,1346.54,SKU-2042,3,416.04,0.0,23.13,439.17,False
PED-00287,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-08-11T21:57:56,5141.01,0.0,291.12,5432.13,SKU-2047,1,3866.41,0.0,219.18,4085.59,False
PED-00287,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-08-11T21:57:56,5162.67,0.0,292.24,5454.91,SKU-2005,2,10.83,0.0,0.56,11.39,False
PED-00288,CLI-10017,CH-FISICO,LOJA-05,delivered,2025-08-23T11:23:39,575.64,0.0,34.08,609.72,SKU-2079,2,287.82,0.0,17.04,304.86,False
PED-00288,CLI-10017,CH-FISICO,LOJA-05,delivered,2025-08-23T11:23:39,2501.13,351.81,207.54,2356.86,SKU-2058,1,1925.49,351.81,173.46,1747.14,True
PED-00288,CLI-10017,CH-FISICO,LOJA-05,delivered,2025-08-23T11:23:39,2622.17,351.81,217.56,2487.92,SKU-2063,2,60.52,0.0,5.01,65.53,False
PED-00288,CLI-10017,CH-FISICO,LOJA-05,delivered,2025-08-23T11:23:39,3524.18,351.81,297.3,3469.67,SKU-2072,3,300.67,0.0,26.58,327.25,False
PED-00289,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-09-16T03:35:02,37.14,0.0,3.1,40.24,SKU-2144,2,18.57,0.0,1.55,20.12,False
PED-00289,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-09-16T03:35:02,212.51,0.0,17.29,229.8,SKU-2111,1,175.37,0.0,14.19,189.56,False
PED-00289,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-09-16T03:35:02,234.93,0.0,18.65,253.58,SKU-2134,2,11.21,0.0,0.68,11.89,False
PED-00289,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-09-16T03:35:02,4478.44,904.19,383.83,3958.08,SKU-2136,1,4243.51,904.19,365.18,3704.5,True
PED-00290,CLI-10017,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2025-09-21T04:55:13,50.6,0.0,5.66,56.26,SKU-2074,2,25.3,0.0,2.83,28.13,False
PED-00290,CLI-10017,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2025-09-21T04:55:13,134.88,0.0,10.84,145.72,SKU-2059,2,42.14,0.0,2.59,44.73,False
PED-00290,CLI-10017,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2025-09-21T04:55:13,466.2,0.0,46.63,512.83,SKU-2001,3,110.44,0.0,11.93,122.37,False
PED-00290,CLI-10017,CH-TELEVENDAS,LOJA-TELEVENDAS,delivered,2025-09-21T04:55:13,1121.08,0.0,98.73,1219.81,SKU-2140,1,654.88,0.0,52.1,706.98,False
PED-00291,CLI-10017,CH-WEB,LOJA-WEB,confirmed,2025-10-02T17:58:33,601.34,0.0,32.94,634.28,SKU-2072,2,300.67,0.0,16.47,317.14,False
PED-00291,CLI-10017,CH-WEB,LOJA-WEB,confirmed,2025-10-02T17:58:33,4844.85,0.0,434.3,5279.15,SKU-2136,1,4243.51,0.0,401.36,4644.87,False
PED-00291,CLI-10017,CH-WEB,LOJA-WEB,confirmed,2025-10-02T17:58:33,9768.9,0.0,921.95,10690.85,SKU-2068,3,1641.35,0.0,162.55,1803.9,False
PED-00292,CLI-10017,CH-WEB,LOJA-WEB,cancelled,2025-10-05T20:02:24,3866.41,0.0,227.16,4093.57,SKU-2047,1,3866.41,0.0,227.16,4093.57,False
PED-00293,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-10-05T21:37:06,863.46,0.0,63.12,926.58,SKU-2079,3,287.82,0.0,21.04,308.86,False
PED-00293,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-10-05T21:37:06,6727.42,1202.88,319.47,5844.01,SKU-2127,1,5863.96,1202.88,256.35,4917.43,True
PED-00293,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-10-05T21:37:06,6779.62,1202.88,325.35,5902.09,SKU-2095,2,26.1,0.0,2.94,29.04,False
PED-00293,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-10-05T21:37:06,8962.86,1202.88,561.09,8321.07,SKU-2118,2,1091.62,0.0,117.87,1209.49,False
PED-00294,CLI-10017,CH-WEB,LOJA-WEB,confirmed,2025-10-17T13:37:53,181.56,0.0,15.69,197.25,SKU-2063,3,60.52,0.0,5.23,65.75,False
PED-00294,CLI-10017,CH-WEB,LOJA-WEB,confirmed,2025-10-17T13:37:53,1428.13,0.0,137.48,1565.61,SKU-2008,1,1246.57,0.0,121.79,1368.36,False
PED-00294,CLI-10017,CH-WEB,LOJA-WEB,confirmed,2025-10-17T13:37:53,1882.55,0.0,165.24,2047.79,SKU-2050,2,227.21,0.0,13.88,241.09,False
PED-00294,CLI-10017,CH-WEB,LOJA-WEB,confirmed,2025-10-17T13:37:53,14633.03,3028.05,1005.9,12610.88,SKU-2117,3,4250.16,1009.35,280.22,3521.03,True
PED-00295,CLI-10017,CH-WEB,LOJA-WEB,confirmed,2025-10-25T16:34:02,2659.44,0.0,135.78,2795.22,SKU-2028,3,886.48,0.0,45.26,931.74,False
PED-00295,CLI-10017,CH-WEB,LOJA-WEB,confirmed,2025-10-25T16:34:02,3576.56,0.0,207.04,3783.6,SKU-2060,2,458.56,0.0,35.63,494.19,False
PED-00296,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-11-22T09:01:59,26.1,0.0,1.47,27.57,SKU-2095,1,26.1,0.0,1.47,27.57,False
PED-00296,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-11-22T09:01:59,1074.78,0.0,125.07,1199.85,SKU-2022,3,349.56,0.0,41.2,390.76,False
PED-00297,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-11-22T20:53:51,1108.56,0.0,131.6,1240.16,SKU-2032,2,554.28,0.0,65.8,620.08,False
PED-00298,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-12-04T03:40:39,21.66,0.0,1.46,23.12,SKU-2005,2,10.83,0.0,0.73,11.56,False
PED-00298,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-12-04T03:40:39,2015.65,0.0,162.23,2177.88,SKU-2096,1,1993.99,0.0,160.77,2154.76,False
PED-00299,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-12-13T16:26:41,1302.96,0.0,115.71,1418.67,SKU-2082,3,434.32,0.0,38.57,472.89,False
PED-00299,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-12-13T16:26:41,1402.01,0.0,123.78,1525.79,SKU-2119,1,99.05,0.0,8.07,107.12,False
PED-00299,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-12-13T16:26:41,2513.41,0.0,214.68,2728.09,SKU-2070,2,555.7,0.0,45.45,601.15,False
PED-00300,CLI-10017,CH-WEB,LOJA-WEB,confirmed,2025-12-19T07:31:48,550.41,0.0,59.07,609.48,SKU-2061,3,183.47,0.0,19.69,203.16,False
PED-00300,CLI-10017,CH-WEB,LOJA-WEB,confirmed,2025-12-19T07:31:48,984.73,0.0,95.91,1080.64,SKU-2082,1,434.32,0.0,36.84,471.16,False
PED-00300,CLI-10017,CH-WEB,LOJA-WEB,confirmed,2025-12-19T07:31:48,23304.88,0.0,1654.29,24959.17,SKU-2016,3,7440.05,0.0,519.46,7959.51,False
PED-00301,CLI-10017,CH-WEB,LOJA-WEB,confirmed,2025-12-22T09:59:03,14.89,0.0,0.94,15.83,SKU-2045,1,14.89,0.0,0.94,15.83,False
PED-00301,CLI-10017,CH-WEB,LOJA-WEB,confirmed,2025-12-22T09:59:03,1261.46,0.0,136.24,1397.7,SKU-2008,1,1246.57,0.0,135.3,1381.87,False
PED-00302,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-12-28T08:55:52,2726.67,0.0,313.54,3040.21,SKU-2056,1,2726.67,0.0,313.54,3040.21,False
PED-00302,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-12-28T08:55:52,2836.75,0.0,323.97,3160.72,SKU-2018,1,110.08,0.0,10.43,120.51,False
PED-00302,CLI-10017,CH-WEB,LOJA-WEB,delivered,2025-12-28T08:55:52,2927.13,0.0,334.43,3261.56,SKU-2003,2,45.19,0.0,5.23,50.42,False
PED-00303,CLI-10017,CH-WEB,LOJA-WEB,confirmed,2026-01-01T01:09:43,15.14,1.42,1.18,14.9,SKU-2135,2,7.57,0.71,0.59,7.45,True
PED-00303,CLI-10017,CH-WEB,LOJA-WEB,confirmed,2026-01-01T01:09:43,338.99,1.42,29.42,366.99,SKU-2010,1,323.85,0.0,28.24,352.09,False
PED-00303,CLI-10017,CH-WEB,LOJA-WEB,confirmed,2026-01-01T01:09:43,449.07,1.42,39.99,487.64,SKU-2018,1,110.08,0.0,10.57,120.65,False
PED-00304,CLI-10017,CH-WEB,LOJA-WEB,delivered,2026-01-24T13:43:52,8298.84,0.0,823.06,9121.9,SKU-2147,2,4149.42,0.0,411.53,4560.95,False
PED-00305,CLI-10017,CH-WEB,LOJA-WEB,delivered,2026-01-25T10:47:27,1378.38,0.0,122.0,1500.38,SKU-2040,2,689.19,0.0,61.0,750.19,False
PED-00305,CLI-10017,CH-WEB,LOJA-WEB,delivered,2026-01-25T10:47:27,9865.4,0.0,791.32,10656.72,SKU-2136,2,4243.51,0.0,334.66,4578.17,False
PED-00305,CLI-10017,CH-WEB,LOJA-WEB,delivered,2026-01-25T10:47:27,10070.33,0.0,811.99,10882.32,SKU-2113,3,68.31,0.0,6.89,75.2,False
