product_external_id,channel_id,store_id,quantity,available
SKU-2052,CH-FISICO,LOJA-02,37,True
SKU-2052,CH-FISICO,LOJA-03,35,True
SKU-2052,CH-FISICO,LOJA-04,1,True
SKU-2052,CH-FISICO,LOJA-05,149,True
SKU-2052,CH-TELEVENDAS,LOJA-TELEVENDAS,184,True
SKU-2053,CH-WEB,LOJA-WEB,54,True
SKU-2053,CH-APP,LOJA-01,55,True
SKU-2053,CH-APP,LOJA-02,71,True
SKU-2053,CH-APP,LOJA-03,177,True
SKU-2053,CH-FISICO,LOJA-01,56,True
SKU-2053,CH-FISICO,LOJA-02,134,True
SKU-2053,CH-FISICO,LOJA-03,91,True
SKU-2053,CH-FISICO,LOJA-04,64,True
SKU-2053,CH-FISICO,LOJA-05,15,True
SKU-2053,CH-TELEVENDAS,LOJA-TELEVENDAS,77,True
SKU-2054,CH-WEB,LOJA-WEB,47,True
SKU-2054,CH-APP,LOJA-01,133,True
SKU-2054,CH-APP,LOJA-02,80,True
SKU-2054,CH-APP,LOJA-03,92,True
SKU-2054,CH-FISICO,LOJA-01,22,True
SKU-2054,CH-FISICO,LOJA-02,123,True
SKU-2054,CH-FISICO,LOJA-03,59,True
SKU-2054,CH-FISICO,LOJA-04,178,True
SKU-2054,CH-FISICO,LOJA-05,94,True
SKU-2054,CH-TELEVENDAS,LOJA-TELEVENDAS,175,True
SKU-2055,CH-WEB,LOJA-WEB,6,True
SKU-2055,CH-APP,LOJA-01,191,True
SKU-2055,CH-APP,LOJA-02,50,True
SKU-2055,CH-APP,LOJA-03,77,True
SKU-2055,CH-FISICO,LOJA-01,197,True
SKU-2055,CH-FISICO,LOJA-02,72,True
SKU-2055,CH-FISICO,LOJA-03,72,True
SKU-2055,CH-FISICO,LOJA-04,113,True
SKU-2055,CH-FISICO,LOJA-05,56,True
SKU-2055,CH-TELEVENDAS,LOJA-TELEVENDAS,8,True
SKU-2056,CH-WEB,LOJA-WEB,43,True
SKU-2056,CH-APP,LOJA-01,127,True
SKU-2056,CH-APP,LOJA-02,182,True
SKU-2056,CH-APP,LOJA-03,104,True
SKU-2056,CH-FISICO,LOJA-01,52,True
SKU-2056,CH-FISICO,LOJA-02,101,True
SKU-2056,CH-FISICO,LOJA-03,155,True
SKU-2056,CH-FISICO,LOJA-04,182,True
SKU-2056,CH-FISICO,LOJA-05,119,True
SKU-2056,CH-TELEVENDAS,LOJA-TELEVENDAS,192,True
SKU-2057,CH-WEB,LOJA-WEB,69,True
SKU-2057,CH-APP,LOJA-01,13,True
SKU-2057,CH-APP,LOJA-02,89,True
SKU-2057,CH-APP,LOJA-03,90,True
SKU-2057,CH-FISICO,LOJA-01,61,True
SKU-2057,CH-FISICO,LOJA-02,93,True
SKU-2057,CH-FISICO,LOJA-03,143,True
SKU-2057,CH-FISICO,LOJA-04,144,True
SKU-2057,CH-FISICO,LOJA-05,181,True
SKU-2057,CH-TELEVENDAS,LOJA-TELEVENDAS,100,True
SKU-2058,CH-WEB,LOJA-WEB,18,True
SKU-2058,CH-APP,LOJA-01,4,True
SKU-2058,CH-APP,LOJA-02,147,True
SKU-2058,CH-APP,LOJA-03,144,True
SKU-2058,CH-FISICO,LOJA-01,80,True
SKU-2058,CH-FISICO,LOJA-02,167,True
SKU-2058,CH-FISICO,LOJA-03,111,True
SKU-2058,CH-FISICO,LOJA-04,162,True
SKU-2058,CH-FISICO,LOJA-05,155,True
SKU-2058,CH-TELEVENDAS,LOJA-TELEVENDAS,131,True
SKU-2059,CH-WEB,LOJA-WEB,114,True
SKU-2059,CH-APP,LOJA-01,90,True
SKU-2059,CH-APP,LOJA-02,151,True
SKU-2059,CH-APP,LOJA-03,55,True
SKU-2059,CH-FISICO,LOJA-01,193,True
SKU-2059,CH-FISICO,LOJA-02,52,True
SKU-2059,CH-FISICO,LOJA-03,139,True
SKU-2059,CH-FISICO,LOJA-04,42,True
SKU-2059,CH-FISICO,LOJA-05,57,True
SKU-2059,CH-TELEVENDAS,LOJA-TELEVENDAS,39,True
SKU-2060,CH-WEB,LOJA-WEB,9,True
SKU-2060,CH-APP,LOJA-01,97,True
SKU-2060,CH-APP,LOJA-02,0,False
SKU-2060,CH-APP,LOJA-03,155,True
SKU-2060,CH-FISICO,LOJA-01,60,True
SKU-2060,CH-FISICO,LOJA-02,47,True
SKU-2060,CH-FISICO,LOJA-03,143,True
SKU-2060,CH-FISICO,LOJA-04,97,True
SKU-2060,CH-FISICO,LOJA-05,55,True
SKU-2060,CH-TELEVENDAS,LOJA-TELEVENDAS,1,True
SKU-2061,CH-WEB,LOJA-WEB,132,True
SKU-2061,CH-APP,LOJA-01,172,True
SKU-2061,CH-APP,LOJA-02,152,True
SKU-2061,CH-APP,LOJA-03,35,True
SKU-2061,CH-FISICO,LOJA-01,102,True
SKU-2061,CH-FISICO,LOJA-02,25,True
SKU-2061,CH-FISICO,LOJA-03,161,True
SKU-2061,CH-FISICO,LOJA-04,82,True
SKU-2061,CH-FISICO,LOJA-05,41,True
SKU-2061,CH-TELEVENDAS,LOJA-TELEVENDAS,74,True
SKU-2062,CH-WEB,LOJA-WEB,72,True
SKU-2062,CH-APP,LOJA-01,134,True
SKU-2062,CH-APP,LOJA-02,155,True
SKU-2062,CH-APP,LOJA-03,160,True
SKU-2062,CH-FISICO,LOJA-01,94,True
SKU-2062,CH-FISICO,LOJA-02,33,True
SKU-2062,CH-FISICO,LOJA-03,76,True
SKU-2062,CH-FISICO,LOJA-04,195,True
SKU-2062,CH-FISICO,LOJA-05,155,True
SKU-2062,CH-TELEVENDAS,LOJA-TELEVENDAS,80,True
SKU-2063,CH-WEB,LOJA-WEB,76,True
SKU-2063,CH-APP,LOJA-01,98,True
SKU-2063,CH-APP,LOJA-02,106,True
SKU-2063,CH-APP,LOJA-03,114,True
SKU-2063,CH-FISICO,LOJA-01,172,True
SKU-2063,CH-FISICO,LOJA-02,89,True
SKU-2063,CH-FISICO,LOJA-03,158,True
SKU-2063,CH-FISICO,LOJA-04,184,True
SKU-2063,CH-FISICO,LOJA-05,65,True
SKU-2063,CH-TELEVENDAS,LOJA-TELEVENDAS,18,True
SKU-2064,CH-WEB,LOJA-WEB,63,True
SKU-2064,CH-APP,LOJA-01,37,True
SKU-2064,CH-APP,LOJA-02,127,True
SKU-2064,CH-APP,LOJA-03,39,True
SKU-2064,CH-FISICO,LOJA-01,96,True
SKU-2064,CH-FISICO,LOJA-02,51,True
SKU-2064,CH-FISICO,LOJA-03,129,True
SKU-2064,CH-FISICO,LOJA-04,84,True
SKU-2064,CH-FISICO,LOJA-05,61,True
SKU-2064,CH-TELEVENDAS,LOJA-TELEVENDAS,119,True
SKU-2065,CH-WEB,LOJA-WEB,121,True
SKU-2065,CH-APP,LOJA-01,57,True
SKU-2065,CH-APP,LOJA-02,139,True
SKU-2065,CH-APP,LOJA-03,178,True
SKU-2065,CH-FISICO,LOJA-01,164,True
SKU-2065,CH-FISICO,LOJA-02,44,True
SKU-2065,CH-FISICO,LOJA-03,34,True
SKU-2065,CH-FISICO,LOJA-04,167,True
SKU-2065,CH-FISICO,LOJA-05,170,True
SKU-2065,CH-TELEVENDAS,LOJA-TELEVENDAS,126,True
SKU-2066,CH-WEB,LOJA-WEB,145,True
SKU-2066,CH-APP,LOJA-01,84,True
SKU-2066,CH-APP,LOJA-02,61,True
SKU-2066,CH-APP,LOJA-03,184,True
SKU-2066,CH-FISICO,LOJA-01,72,True
SKU-2066,CH-FISICO,LOJA-02,100,True
SKU-2066,CH-FISICO,LOJA-03,148,True
SKU-2066,CH-FISICO,LOJA-04,135,True
SKU-2066,CH-FISICO,LOJA-05,188,True
SKU-2066,CH-TELEVENDAS,LOJA-TELEVENDAS,71,True
SKU-2067,CH-WEB,LOJA-WEB,124,True
SKU-2067,CH-APP,LOJA-01,142,True
SKU-2067,CH-APP,LOJA-02,137,True
SKU-2067,CH-APP,LOJA-03,140,True
SKU-2067,CH-FISICO,LOJA-01,172,True
SKU-2067,CH-FISICO,LOJA-02,17,True
SKU-2067,CH-FISICO,LOJA-03,190,True
SKU-2067,CH-FISICO,LOJA-04,21,True
SKU-2067,CH-FISICO,LOJA-05,50,True
SKU-2067,CH-TELEVENDAS,LOJA-TELEVENDAS,120,True
SKU-2068,CH-WEB,LOJA-WEB,169,True
SKU-2068,CH-APP,LOJA-01,23,True
SKU-2068,CH-APP,LOJA-02,155,True
SKU-2068,CH-APP,LOJA-03,98,True
SKU-2068,CH-FISICO,LOJA-01,27,True
SKU-2068,CH-FISICO,LOJA-02,180,True
SKU-2068,CH-FISICO,LOJA-03,92,True
SKU-2068,CH-FISICO,LOJA-04,60,True
SKU-2068,CH-FISICO,LOJA-05,6,True
SKU-2068,CH-TELEVENDAS,LOJA-TELEVENDAS,110,True
SKU-2069,CH-WEB,LOJA-WEB,76,True
SKU-2069,CH-APP,LOJA-01,114,True
SKU-2069,CH-APP,LOJA-02,49,True
SKU-2069,CH-APP,LOJA-03,114,True
SKU-2069,CH-FISICO,LOJA-01,115,True
SKU-2069,CH-FISICO,LOJA-02,198,True
SKU-2069,CH-FISICO,LOJA-03,23,True
SKU-2069,CH-FISICO,LOJA-04,116,True
SKU-2069,CH-FISICO,LOJA-05,98,True
SKU-2069,CH-TELEVENDAS,LOJA-TELEVENDAS,41,True
SKU-2070,CH-WEB,LOJA-WEB,171,True
SKU-2070,CH-APP,LOJA-01,79,True
SKU-2070,CH-APP,LOJA-02,176,True
SKU-2070,CH-APP,LOJA-03,70,True
SKU-2070,CH-FISICO,LOJA-01,152,True
SKU-2070,CH-FISICO,LOJA-02,160,True
SKU-2070,CH-FISICO,LOJA-03,116,True
SKU-2070,CH-FISICO,LOJA-04,89,True
SKU-2070,CH-FISICO,LOJA-05,40,True
SKU-2070,CH-TELEVENDAS,LOJA-TELEVENDAS,119,True
SKU-2071,CH-WEB,LOJA-WEB,134,True
SKU-2071,CH-APP,LOJA-01,33,True
SKU-2071,CH-APP,LOJA-02,7,True
SKU-2071,CH-APP,LOJA-03,150,True
SKU-2071,CH-FISICO,LOJA-01,32,True
SKU-2071,CH-FISICO,LOJA-02,141,True
SKU-2071,CH-FISICO,LOJA-03,8,True
SKU-2071,CH-FISICO,LOJA-04,23,True
SKU-2071,CH-FISICO,LOJA-05,113,True
SKU-2071,CH-TELEVENDAS,LOJA-TELEVENDAS,39,True
SKU-2072,CH-WEB,LOJA-WEB,180,True
SKU-2072,CH-APP,LOJA-01,182,True
SKU-2072,CH-APP,LOJA-02,195,True
SKU-2072,CH-APP,LOJA-03,73,True
SKU-2072,CH-FISICO,LOJA-01,180,True
SKU-2072,CH-FISICO,LOJA-02,77,True
SKU-2072,CH-FISICO,LOJA-03,181,True
SKU-2072,CH-FISICO,LOJA-04,100,True
SKU-2072,CH-FISICO,LOJA-05,190,True
SKU-2072,CH-TELEVENDAS,LOJA-TELEVENDAS,181,True
SKU-2073,CH-WEB,LOJA-WEB,118,True
SKU-2073,CH-APP,LOJA-01,132,True
SKU-2073,CH-APP,LOJA-02,0,False
SKU-2073,CH-APP,LOJA-03,140,True
SKU-2073,CH-FISICO,LOJA-01,70,True
SKU-2073,CH-FISICO,LOJA-02,18,True
SKU-2073,CH-FISICO,LOJA-03,101,True
SKU-2073,CH-FISICO,LOJA-04,66,True
SKU-2073,CH-FISICO,LOJA-05,31,True
SKU-2073,CH-TELEVENDAS,LOJA-TELEVENDAS,1,True
SKU-2074,CH-WEB,LOJA-WEB,64,True
SKU-2074,CH-APP,LOJA-01,198,True
SKU-2074,CH-APP,LOJA-02,99,True
SKU-2074,CH-APP,LOJA-03,28,True
SKU-2074,CH-FISICO,LOJA-01,53,True
SKU-2074,CH-FISICO,LOJA-02,3,True
SKU-2074,CH-FISICO,LOJA-03,147,True
SKU-2074,CH-FISICO,LOJA-04,153,True
SKU-2074,CH-FISICO,LOJA-05,132,True
SKU-2074,CH-TELEVENDAS,LOJA-TELEVENDAS,105,True
SKU-2075,CH-WEB,LOJA-WEB,78,True
SKU-2075,CH-APP,LOJA-01,102,True
SKU-2075,CH-APP,LOJA-02,106,True
SKU-2075,CH-APP,LOJA-03,17,True
SKU-2075,CH-FISICO,LOJA-01,72,True
SKU-2075,CH-FISICO,LOJA-02,110,True
SKU-2075,CH-FISICO,LOJA-03,4,True
SKU-2075,CH-FISICO,LOJA-04,3,True
SKU-2075,CH-FISICO,LOJA-05,84,True
SKU-2075,CH-TELEVENDAS,LOJA-TELEVENDAS,82,True
SKU-2076,CH-WEB,LOJA-WEB,4,True
SKU-2076,CH-APP,LOJA-01,160,True
SKU-2076,CH-APP,LOJA-02,192,True
SKU-2076,CH-APP,LOJA-03,127,True
SKU-2076,CH-FISICO,LOJA-01,157,True
SKU-2076,CH-FISICO,LOJA-02,181,True
SKU-2076,CH-FISICO,LOJA-03,97,True
SKU-2076,CH-FISICO,LOJA-04,185,True
SKU-2076,CH-FISICO,LOJA-05,148,True
SKU-2076,CH-TELEVENDAS,LOJA-TELEVENDAS,199,True
SKU-2077,CH-WEB,LOJA-WEB,62,True
SKU-2077,CH-APP,LOJA-01,1,True
SKU-2077,CH-APP,LOJA-02,66,True
SKU-2077,CH-APP,LOJA-03,39,True
SKU-2077,CH-FISICO,LOJA-01,93,True
SKU-2077,CH-FISICO,LOJA-02,156,True
SKU-2077,CH-FISICO,LOJA-03,112,True
SKU-2077,CH-FISICO,LOJA-04,80,True
SKU-2077,CH-FISICO,LOJA-05,143,True
SKU-2077,CH-TELEVENDAS,LOJA-TELEVENDAS,83,True
SKU-2078,CH-WEB,LOJA-WEB,150,True
SKU-2078,CH-APP,LOJA-01,188,True
SKU-2078,CH-APP,LOJA-02,100,True
SKU-2078,CH-APP,LOJA-03,58,True
SKU-2078,CH-FISICO,LOJA-01,21,True
SKU-2078,CH-FISICO,LOJA-02,176,True
SKU-2078,CH-FISICO,LOJA-03,100,True
SKU-2078,CH-FISICO,LOJA-04,86,True
SKU-2078,CH-FISICO,LOJA-05,112,True
SKU-2078,CH-TELEVENDAS,LOJA-TELEVENDAS,166,True
SKU-2079,CH-WEB,LOJA-WEB,131,True
SKU-2079,CH-APP,LOJA-01,37,True
SKU-2079,CH-APP,LOJA-02,179,True
SKU-2079,CH-APP,LOJA-03,59,True
SKU-2079,CH-FISICO,LOJA-01,28,True
SKU-2079,CH-FISICO,LOJA-02,99,True
SKU-2079,CH-FISICO,LOJA-03,158,True
SKU-2079,CH-FISICO,LOJA-04,143,True
SKU-2079,CH-FISICO,LOJA-05,21,True
SKU-2079,CH-TELEVENDAS,LOJA-TELEVENDAS,53,True
SKU-2080,CH-WEB,LOJA-WEB,131,True
SKU-2080,CH-APP,LOJA-01,128,True
SKU-2080,CH-APP,LOJA-02,85,True
SKU-2080,CH-APP,LOJA-03,130,True
SKU-2080,CH-FISICO,LOJA-01,17,True
SKU-2080,CH-FISICO,LOJA-02,128,True
SKU-2080,CH-FISICO,LOJA-03,142,True
SKU-2080,CH-FISICO,LOJA-04,169,True
SKU-2080,CH-FISICO,LOJA-05,168,True
SKU-2080,CH-TELEVENDAS,LOJA-TELEVENDAS,144,True
SKU-2081,CH-WEB,LOJA-WEB,34,True
SKU-2081,CH-APP,LOJA-01,90,True
SKU-2081,CH-APP,LOJA-02,82,True
SKU-2081,CH-APP,LOJA-03,31,True
SKU-2081,CH-FISICO,LOJA-01,17,True
SKU-2081,CH-FISICO,LOJA-02,166,True
SKU-2081,CH-FISICO,LOJA-03,74,True
SKU-2081,CH-FISICO,LOJA-04,24,True
SKU-2081,CH-FISICO,LOJA-05,37,True
SKU-2081,CH-TELEVENDAS,LOJA-TELEVENDAS,60,True
SKU-2082,CH-WEB,LOJA-WEB,52,True
SKU-2082,CH-APP,LOJA-01,157,True
SKU-2082,CH-APP,LOJA-02,100,True
SKU-2082,CH-APP,LOJA-03,82,True
SKU-2082,CH-FISICO,LOJA-01,21,True
SKU-2082,CH-FISICO,LOJA-02,0,False
SKU-2082,CH-FISICO,LOJA-03,30,True
SKU-2082,CH-FISICO,LOJA-04,21,True
SKU-2082,CH-FISICO,LOJA-05,163,True
SKU-2082,CH-TELEVENDAS,LOJA-TELEVENDAS,117,True
SKU-2083,CH-WEB,LOJA-WEB,39,True
SKU-2083,CH-APP,LOJA-01,6,True
SKU-2083,CH-APP,LOJA-02,57,True
SKU-2083,CH-APP,LOJA-03,14,True
SKU-2083,CH-FISICO,LOJA-01,11,True
SKU-2083,CH-FISICO,LOJA-02,46,True
SKU-2083,CH-FISICO,LOJA-03,83,True
SKU-2083,CH-FISICO,LOJA-04,111,True
SKU-2083,CH-FISICO,LOJA-05,190,True
SKU-2083,CH-TELEVENDAS,LOJA-TELEVENDAS,124,True
SKU-2084,CH-WEB,LOJA-WEB,88,True
SKU-2084,CH-APP,LOJA-01,34,True
SKU-2084,CH-APP,LOJA-02,189,True
SKU-2084,CH-APP,LOJA-03,93,True
SKU-2084,CH-FISICO,LOJA-01,156,True
SKU-2084,CH-FISICO,LOJA-02,119,True
SKU-2084,CH-FISICO,LOJA-03,19,True
SKU-2084,CH-FISICO,LOJA-04,110,True
SKU-2084,CH-FISICO,LOJA-05,88,True
SKU-2084,CH-TELEVENDAS,LOJA-TELEVENDAS,189,True
SKU-2085,CH-WEB,LOJA-WEB,1,True
SKU-2085,CH-APP,LOJA-01,86,True
SKU-2085,CH-APP,LOJA-02,26,True
SKU-2085,CH-APP,LOJA-03,120,True
SKU-2085,CH-FISICO,LOJA-01,172,True
SKU-2085,CH-FISICO,LOJA-02,22,True
SKU-2085,CH-FISICO,LOJA-03,167,True
SKU-2085,CH-FISICO,LOJA-04,8,True
SKU-2085,CH-FISICO,LOJA-05,122,True
SKU-2085,CH-TELEVENDAS,LOJA-TELEVENDAS,186,True
SKU-2086,CH-WEB,LOJA-WEB,30,True
SKU-2086,CH-APP,LOJA-01,12,True
SKU-2086,CH-APP,LOJA-02,200,True
SKU-2086,CH-APP,LOJA-03,108,True
SKU-2086,CH-FISICO,LOJA-01,83,True
SKU-2086,CH-FISICO,LOJA-02,143,True
SKU-2086,CH-FISICO,LOJA-03,17,True
SKU-2086,CH-FISICO,LOJA-04,158,True
SKU-2086,CH-FISICO,LOJA-05,147,True
SKU-2086,CH-TELEVENDAS,LOJA-TELEVENDAS,45,True
SKU-2087,CH-WEB,LOJA-WEB,116,True
SKU-2087,CH-APP,LOJA-01,14,True
SKU-2087,CH-APP,LOJA-02,66,True
SKU-2087,CH-APP,LOJA-03,132,True
SKU-2087,CH-FISICO,LOJA-01,114,True
SKU-2087,CH-FISICO,LOJA-02,45,True
SKU-2087,CH-FISICO,LOJA-03,71,True
SKU-2087,CH-FISICO,LOJA-04,47,True
SKU-2087,CH-FISICO,LOJA-05,21,True
SKU-2087,CH-TELEVENDAS,LOJA-TELEVENDAS,89,True
SKU-2088,CH-WEB,LOJA-WEB,6,True
SKU-2088,CH-APP,LOJA-01,118,True
SKU-2088,CH-APP,LOJA-02,151,True
SKU-2088,CH-APP,LOJA-03,196,True
SKU-2088,CH-FISICO,LOJA-01,3,True
SKU-2088,CH-FISICO,LOJA-02,190,True
SKU-2088,CH-FISICO,LOJA-03,58,True
SKU-2088,CH-FISICO,LOJA-04,132,True
SKU-2088,CH-FISICO,LOJA-05,130,True
SKU-2088,CH-TELEVENDAS,LOJA-TELEVENDAS,162,True
SKU-2089,CH-WEB,LOJA-WEB,156,True
SKU-2089,CH-APP,LOJA-01,53,True
SKU-2089,CH-APP,LOJA-02,186,True
SKU-2089,CH-APP,LOJA-03,158,True
SKU-2089,CH-FISICO,LOJA-01,94,True
SKU-2089,CH-FISICO,LOJA-02,172,True
SKU-2089,CH-FISICO,LOJA-03,141,True
SKU-2089,CH-FISICO,LOJA-04,111,True
SKU-2089,CH-FISICO,LOJA-05,38,True
SKU-2089,CH-TELEVENDAS,LOJA-TELEVENDAS,56,True
SKU-2090,CH-WEB,LOJA-WEB,31,True
SKU-2090,CH-APP,LOJA-01,94,True
SKU-2090,CH-APP,LOJA-02,4,True
SKU-2090,CH-APP,LOJA-03,133,True
SKU-2090,CH-FISICO,LOJA-01,0,False
SKU-2090,CH-FISICO,LOJA-02,29,True
SKU-2090,CH-FISICO,LOJA-03,11,True
SKU-2090,CH-FISICO,LOJA-04,15,True
SKU-2090,CH-FISICO,LOJA-05,11,True
SKU-2090,CH-TELEVENDAS,LOJA-TELEVENDAS,174,True
SKU-2091,CH-WEB,LOJA-WEB,98,True
SKU-2091,CH-APP,LOJA-01,151,True
SKU-2091,CH-APP,LOJA-02,186,True
SKU-2091,CH-APP,LOJA-03,53,True
SKU-2091,CH-FISICO,LOJA-01,97,True
SKU-2091,CH-FISICO,LOJA-02,19,True
SKU-2091,CH-FISICO,LOJA-03,199,True
SKU-2091,CH-FISICO,LOJA-04,71,True
SKU-2091,CH-FISICO,LOJA-05,82,True
SKU-2091,CH-TELEVENDAS,LOJA-TELEVENDAS,92,True
SKU-2092,CH-WEB,LOJA-WEB,100,True
SKU-2092,CH-APP,LOJA-01,163,True
SKU-2092,CH-APP,LOJA-02,132,True
SKU-2092,CH-APP,LOJA-03,86,True
SKU-2092,CH-FISICO,LOJA-01,48,True
SKU-2092,CH-FISICO,LOJA-02,126,True
SKU-2092,CH-FISICO,LOJA-03,58,True
SKU-2092,CH-FISICO,LOJA-04,199,True
SKU-2092,CH-FISICO,LOJA-05,157,True
SKU-2092,CH-TELEVENDAS,LOJA-TELEVENDAS,101,True
SKU-2093,CH-WEB,LOJA-WEB,176,True
SKU-2093,CH-APP,LOJA-01,177,True
SKU-2093,CH-APP,LOJA-02,34,True
SKU-2093,CH-APP,LOJA-03,109,True
SKU-2093,CH-FISICO,LOJA-01,59,True
SKU-2093,CH-FISICO,LOJA-02,71,True
SKU-2093,CH-FISICO,LOJA-03,168,True
SKU-2093,CH-FISICO,LOJA-04,163,True
SKU-2093,CH-FISICO,LOJA-05,52,True
SKU-2093,CH-TELEVENDAS,LOJA-TELEVENDAS,130,True
SKU-2094,CH-WEB,LOJA-WEB,47,True
SKU-2094,CH-APP,LOJA-01,64,True
SKU-2094,CH-APP,LOJA-02,63,True
SKU-2094,CH-APP,LOJA-03,152,True
SKU-2094,CH-FISICO,LOJA-01,128,True
SKU-2094,CH-FISICO,LOJA-02,89,True
SKU-2094,CH-FISICO,LOJA-03,91,True
SKU-2094,CH-FISICO,LOJA-04,160,True
SKU-2094,CH-FISICO,LOJA-05,155,True
SKU-2094,CH-TELEVENDAS,LOJA-TELEVENDAS,66,True
SKU-2095,CH-WEB,LOJA-WEB,20,True
SKU-2095,CH-APP,LOJA-01,42,True
SKU-2095,CH-APP,LOJA-02,0,False
SKU-2095,CH-APP,LOJA-03,122,True
SKU-2095,CH-FISICO,LOJA-01,193,True
SKU-2095,CH-FISICO,LOJA-02,86,True
SKU-2095,CH-FISICO,LOJA-03,187,True
SKU-2095,CH-FISICO,LOJA-04,94,True
SKU-2095,CH-FISICO,LOJA-05,49,True
SKU-2095,CH-TELEVENDAS,LOJA-TELEVENDAS,141,True
SKU-2096,CH-WEB,LOJA-WEB,24,True
SKU-2096,CH-APP,LOJA-01,50,True
SKU-2096,CH-APP,LOJA-02,65,True
SKU-2096,CH-APP,LOJA-03,105,True
SKU-2096,CH-FISICO,LOJA-01,37,True
SKU-2096,CH-FISICO,LOJA-02,118,True
SKU-2096,CH-FISICO,LOJA-03,197,True
SKU-2096,CH-FISICO,LOJA-04,6,True
SKU-2096,CH-FISICO,LOJA-05,32,True
SKU-2096,CH-TELEVENDAS,LOJA-TELEVENDAS,85,True
SKU-2097,CH-WEB,LOJA-WEB,161,True
SKU-2097,CH-APP,LOJA-01,85,True
SKU-2097,CH-APP,LOJA-02,79,True
SKU-2097,CH-APP,LOJA-03,142,True
SKU-2097,CH-FISICO,LOJA-01,191,True
SKU-2097,CH-FISICO,LOJA-02,94,True
SKU-2097,CH-FISICO,LOJA-03,132,True
SKU-2097,CH-FISICO,LOJA-04,24,True
SKU-2097,CH-FISICO,LOJA-05,150,True
SKU-2097,CH-TELEVENDAS,LOJA-TELEVENDAS,68,True
SKU-2098,CH-WEB,LOJA-WEB,173,True
SKU-2098,CH-APP,LOJA-01,67,True
SKU-2098,CH-APP,LOJA-02,113,True
SKU-2098,CH-APP,LOJA-03,75,True
SKU-2098,CH-FISICO,LOJA-01,96,True
SKU-2098,CH-FISICO,LOJA-02,2,True
SKU-2098,CH-FISICO,LOJA-03,4,True
SKU-2098,CH-FISICO,LOJA-04,82,True
SKU-2098,CH-FISICO,LOJA-05,116,True
SKU-2098,CH-TELEVENDAS,LOJA-TELEVENDAS,31,True
SKU-2099,CH-WEB,LOJA-WEB,147,True
SKU-2099,CH-APP,LOJA-01,47,True
SKU-2099,CH-APP,LOJA-02,88,True
SKU-2099,CH-APP,LOJA-03,157,True
SKU-2099,CH-FISICO,LOJA-01,160,True
SKU-2099,CH-FISICO,LOJA-02,107,True
SKU-2099,CH-FISICO,LOJA-03,162,True
SKU-2099,CH-FISICO,LOJA-04,73,True
SKU-2099,CH-FISICO,LOJA-05,84,True
SKU-2099,CH-TELEVENDAS,LOJA-TELEVENDAS,30,True
SKU-2100,CH-WEB,LOJA-WEB,61,True
SKU-2100,CH-APP,LOJA-01,148,True
SKU-2100,CH-APP,LOJA-02,69,True
SKU-2100,CH-APP,LOJA-03,100,True
SKU-2100,CH-FISICO,LOJA-01,181,True
SKU-2100,CH-FISICO,LOJA-02,66,True
SKU-2100,CH-FISICO,LOJA-03,24,True
SKU-2100,CH-FISICO,LOJA-04,56,True
SKU-2100,CH-FISICO,LOJA-05,41,True
SKU-2100,CH-TELEVENDAS,LOJA-TELEVENDAS,129,True
SKU-2101,CH-WEB,LOJA-WEB,90,True
SKU-2101,CH-APP,LOJA-01,74,True
SKU-2101,CH-APP,LOJA-02,136,True
SKU-2101,CH-APP,LOJA-03,31,True
SKU-2101,CH-FISICO,LOJA-01,107,True
SKU-2101,CH-FISICO,LOJA-02,70,True
SKU-2101,CH-FISICO,LOJA-03,191,True
SKU-2101,CH-FISICO,LOJA-04,93,True
SKU-2101,CH-FISICO,LOJA-05,192,True
SKU-2101,CH-TELEVENDAS,LOJA-TELEVENDAS,186,True
SKU-2102,CH-WEB,LOJA-WEB,194,True
SKU-2102,CH-APP,LOJA-01,73,True
SKU-2102,CH-APP,LOJA-02,41,True
SKU-2102,CH-APP,LOJA-03,183,True
SKU-2102,CH-FISICO,LOJA-01,148,True
SKU-2102,CH-FISICO,LOJA-02,2,True
SKU-2102,CH-FISICO,LOJA-03,173,True
SKU-2102,CH-FISICO,LOJA-04,65,True
SKU-2102,CH-FISICO,LOJA-05,171,True
SKU-2102,CH-TELEVENDAS,LOJA-TELEVENDAS,59,True
SKU-2103,CH-WEB,LOJA-WEB,188,True
SKU-2103,CH-APP,LOJA-01,46,True
SKU-2103,CH-APP,LOJA-02,159,True
SKU-2103,CH-APP,LOJA-03,28,True
SKU-2103,CH-FISICO,LOJA-01,12,True
SKU-2103,CH-FISICO,LOJA-02,171,True
SKU-2103,CH-FISICO,LOJA-03,53,True
SKU-2103,CH-FISICO,LOJA-04,105,True
SKU-2103,CH-FISICO,LOJA-05,39,True
SKU-2103,CH-TELEVENDAS,LOJA-TELEVENDAS,87,True
SKU-2104,CH-WEB,LOJA-WEB,148,True
SKU-2104,CH-APP,LOJA-01,195,True
SKU-2104,CH-APP,LOJA-02,83,True
SKU-2104,CH-APP,LOJA-03,49,True
SKU-2104,CH-FISICO,LOJA-01,97,True
SKU-2104,CH-FISICO,LOJA-02,128,True
SKU-2104,CH-FISICO,LOJA-03,33,True
SKU-2104,CH-FISICO,LOJA-04,119,True
SKU-2104,CH-FISICO,LOJA-05,187,True
SKU-2104,CH-TELEVENDAS,LOJA-TELEVENDAS,20,True
