external_id,name,price,description,image_url,category,attributes,is_active
SKU-2040,Camiseta Forum Cropped Branco,689.19,"Camiseta Forum no estilo Cropped para o Meia Estação. Confeccionada em Viscose, proporciona conforto e leveza durante todo o dia. Cor Branco, disponível no tamanho M. Ideal para uso casual, passeios e encontros casuais.",https://fake-cdn.com/images/produto_2040.jpg,"[""Roupas > Feminino > Camisetas"", ""Roupas > Feminino > Meia Estação"", ""Forum > Feminino""]","{""marca"": ""Forum"", ""tipo"": ""Camiseta"", ""genero"": ""Feminino"", ""cor"": ""Branco"", ""tamanho"": ""M"", ""material"": ""Viscose"", ""temporada"": ""Meia Estação"", ""fit"": ""Cropped""}",True
SKU-2041,Casaco Farm Regular Fit Cinza Mescla,361.5,"Casaco Farm no estilo Regular Fit para o Outlet. Confeccionada em Algodão 100%, proporciona conforto e leveza durante todo o dia. Cor Cinza Mescla, disponível no tamanho XGG. Ideal para uso casual, passeios e encontros casuais.",https://fake-cdn.com/images/produto_2041.jpg,"[""Roupas > Feminino > Casacos"", ""Roupas > Feminino > Outlet"", ""Farm > Feminino"", ""Ofertas > Outlet de Moda""]","{""marca"": ""Farm"", ""tipo"": ""Casaco"", ""genero"": ""Feminino"", ""cor"": ""Cinza Mescla"", ""tamanho"": ""XGG"", ""material"": ""Algodão 100%"", ""temporada"": ""Outlet"", ""fit"": ""Regular Fit""}",True
SKU-2042,Blusa Renner Cropped Rosa Claro,416.04,"Blusa Renner no estilo Cropped para o Outlet. Confeccionada em Viscose, proporciona conforto e leveza durante todo o dia. Cor Rosa Claro, disponível no tamanho XGG. Ideal para uso casual, passeios e encontros casuais.",https://fake-cdn.com/images/produto_2042.jpg,"[""Roupas > Masculino > Blusas"", ""Roupas > Masculino > Outlet"", ""Renner > Masculino"", ""Ofertas > Outlet de Moda""]","{""marca"": ""Renner"", ""tipo"": ""Blusa"", ""genero"": ""Masculino"", ""cor"": ""Rosa Claro"", ""tamanho"": ""XGG"", ""material"": ""Viscose"", ""temporada"": ""Outlet"", ""fit"": ""Cropped""}",True
SKU-2043,Body Alphabeto Rosa 3-6 meses,106.68,"Body infantil Alphabeto na cor Rosa para crianças de 3-6 meses. Fabricado em Ribana Stretch, garantindo maciez e segurança para a pele sensível dos pequenos. Fechamento prático com botões de pressão. Lavar à máquina até 40°C.",https://fake-cdn.com/images/produto_2043.jpg,"[""Roupas > Infantil > Bodys"", ""Roupas > Infantil > 3-6 meses"", ""Alphabeto > Infantil""]","{""marca"": ""Alphabeto"", ""tipo"": ""Body"", ""faixa_etaria"": ""3-6 meses"", ""cor"": ""Rosa"", ""material"": ""Ribana Stretch"", ""fechamento"": ""Botão de Pressão"", ""lavagem"": ""Máquina até 40°C""}",True
SKU-2044,Chá de Camomila 3 Corações 250g,36.16,"Chá de Camomila 3 Corações, embalagem de 250g. Chá de camomila com propriedades calmantes e ansiolíticas, auxilia no sono e no relaxamento. Sem cafeína, indicado para à noite ou em momentos de estresse. Sabor suave e floral, anti-inflamatório natural. Produto para quem busca sabor e qualidade na xícara. Armazenar em local seco e fresco, longe da umidade.",https://fake-cdn.com/images/produto_2044.jpg,"[""Alimentos > Café e Chá"", ""Alimentos > 3 Corações""]","{""marca"": ""3 Corações"", ""subcategoria"": ""Café e Chá"", ""peso_volume"": ""250g"", ""vegano"": false, ""sem_gluten"": false, ""organico"": false}",True
SKU-2045,Café Torrado Moído Leão 500g,14.89,"Café Torrado Moído Leão, embalagem de 500g. Café torrado e moído com aroma intenso, teor de cafeína elevado para disposição e foco. Sabor encorpado com notas de amêndoa e caramelo, acidez equilibrada. Produto vegano — para quem busca sabor e qualidade na xícara. Armazenar em local seco e fresco, longe da umidade.",https://fake-cdn.com/images/produto_2045.jpg,"[""Alimentos > Café e Chá"", ""Alimentos > Leão"", ""Alimentos > Vegano""]","{""marca"": ""Leão"", ""subcategoria"": ""Café e Chá"", ""peso_volume"": ""500g"", ""vegano"": true, ""sem_gluten"": false, ""organico"": false}",True
SKU-2046,"Smart TV Hisense 32"" Full HD Mini LED",4670.29,"Smart TV Hisense de 32 polegadas com resolução Full HD e tecnologia de painel Mini LED. Sistema operacional WebOS com acesso a Netflix, Prime Video, YouTube e mais. Suporte a HLG para imagens com maior contraste e cores vivas. 2 entradas HDMI e conectividade Wi-Fi e Bluetooth integrados. Voltagem Bivolt.",https://fake-cdn.com/images/produto_2046.jpg,"[""Eletrônicos > TVs > Full HD"", ""Eletrônicos > TVs > Mini LED"", ""Hisense > TVs""]","{""marca"": ""Hisense"", ""polegadas"": ""32"", ""resolucao"": ""Full HD"", ""tecnologia_painel"": ""Mini LED"", ""sistema_operacional"": ""WebOS"", ""hdr"": ""HLG"", ""portas_hdmi"": 2, ""smart_tv"": true, ""voltagem"": ""Bivolt"", ""wi_fi"": true, ""bluetooth"": true}",True
SKU-2047,Smartphone Samsung Galaxy A34 6GB/512GB Roxo,3866.41,"Smartphone Samsung Galaxy A34 com 6GB de RAM e 512GB de armazenamento interno. Câmera principal de 50MP para fotos e vídeos com alta definição. Bateria de 6000mAh com carregamento rápido, tela de 5.0"". Disponível na cor Roxo.",https://fake-cdn.com/images/produto_2047.jpg,"[""Eletrônicos > Smartphones"", ""Eletrônicos > Smartphones > Samsung"", ""Samsung > Smartphones""]","{""marca"": ""Samsung"", ""modelo"": ""Galaxy A34"", ""ram"": ""6GB"", ""armazenamento"": ""512GB"", ""camera_principal"": ""50MP"", ""bateria"": ""6000mAh"", ""tela"": ""5.0\"""", ""cor"": ""Roxo"", ""5g"": false, ""sistema"": ""Android""}",True
SKU-2048,Fone Gamer JBL Azul  Bluetooth,1120.96,"Fone Gamer JBL com conectividade Bluetooth 5.0 + P2. Autonomia de bateria de 20 horas com uma única carga. Resistência à água IPX5. Design confortável na cor Azul, ideal para uso diário, academia e viagens.",https://fake-cdn.com/images/produto_2048.jpg,"[""Eletrônicos > Áudio > Fone Gamers"", ""JBL > Áudio""]","{""marca"": ""JBL"", ""tipo"": ""Fone Gamer"", ""conectividade"": ""Bluetooth 5.0 + P2"", ""autonomia_bateria"": ""20 horas"", ""resistencia_agua"": ""IPX5"", ""cancelamento_ruido_anc"": false, ""cor"": ""Azul"", ""microfone_integrado"": true}",True
SKU-2049,Conjunto de Potes Herméticos Coza Aço 1L,41.92,"Conjunto de Potes Herméticos Coza fabricado em Aço Inox 304. Capacidade de 1L, cor Vermelho. Resistente e fácil de limpar, ideal para cozinhas modernas. Voltagem: 220v.",https://fake-cdn.com/images/produto_2049.jpg,"[""Casa e Cozinha > Organização e Armazenamento"", ""Coza > Casa e Cozinha""]","{""marca"": ""Coza"", ""subcategoria"": ""Organização e Armazenamento"", ""produto"": ""Conjunto de Potes Herméticos"", ""material"": ""Aço Inox 304"", ""capacidade"": ""1L"", ""cor"": ""Vermelho"", ""compativel_inducao"": false, ""voltagem"": ""220v""}",True
SKU-2050,Calça Jeans Riachuelo Straight Off White,227.21,"Calça Jeans Riachuelo no estilo Straight para o Meia Estação. Confeccionada em Jeans Stretch, proporciona conforto e leveza durante todo o dia. Cor Off White, disponível no tamanho M. Ideal para uso casual, passeios e encontros casuais.",https://fake-cdn.com/images/produto_2050.jpg,"[""Roupas > Feminino > Calça Jeanss"", ""Roupas > Feminino > Meia Estação"", ""Riachuelo > Feminino""]","{""marca"": ""Riachuelo"", ""tipo"": ""Calça Jeans"", ""genero"": ""Feminino"", ""cor"": ""Off White"", ""tamanho"": ""M"", ""material"": ""Jeans Stretch"", ""temporada"": ""Meia Estação"", ""fit"": ""Straight""}",True
SKU-2051,Macacão Renner Oversized Verde Militar,645.13,"Macacão Renner no estilo Oversized para o Verão. Confeccionada em Jeans Stretch, proporciona conforto e leveza durante todo o dia. Cor Verde Militar, disponível no tamanho PP. Ideal para uso casual, passeios e encontros casuais.",https://fake-cdn.com/images/produto_2051.jpg,"[""Roupas > Feminino > Macacãos"", ""Roupas > Feminino > Verão"", ""Renner > Feminino""]","{""marca"": ""Renner"", ""tipo"": ""Macacão"", ""genero"": ""Feminino"", ""cor"": ""Verde Militar"", ""tamanho"": ""PP"", ""material"": ""Jeans Stretch"", ""temporada"": ""Verão"", ""fit"": ""Oversized""}",True
SKU-2052,Camisa Social Farm Cropped Azul Claro,424.78,"Camisa Social Farm no estilo Cropped para o Inverno. Confeccionada em Lã Merino, proporciona conforto e leveza durante todo o dia. Cor Azul Claro, disponível no tamanho PP. Ideal para uso casual, passeios e encontros casuais.",https://fake-cdn.com/images/produto_2052.jpg,"[""Roupas > Feminino > Camisa Socials"", ""Roupas > Feminino > Inverno"", ""Farm > Feminino""]","{""marca"": ""Farm"", ""tipo"": ""Camisa Social"", ""genero"": ""Feminino"", ""cor"": ""Azul Claro"", ""tamanho"": ""PP"", ""material"": ""Lã Merino"", ""temporada"": ""Inverno"", ""fit"": ""Cropped""}",True
SKU-2053,Shorts Infantil Tigor T. Tigre Estampado Divertido 8-10 anos,47.29,"Shorts Infantil infantil Tigor T. Tigre na cor Estampado Divertido para crianças de 8-10 anos. Fabricado em Moletom Quentinho, garantindo maciez e segurança para a pele sensível dos pequenos. Fechamento prático com botões de pressão. Lavar à máquina até 40°C.",https://fake-cdn.com/images/produto_2053.jpg,"[""Roupas > Infantil > Shorts Infantils"", ""Roupas > Infantil > 8-10 anos"", ""Tigor T. Tigre > Infantil""]","{""marca"": ""Tigor T. Tigre"", ""tipo"": ""Shorts Infantil"", ""faixa_etaria"": ""8-10 anos"", ""cor"": ""Estampado Divertido"", ""material"": ""Moletom Quentinho"", ""fechamento"": ""Elástico"", ""lavagem"": ""Máquina até 40°C""}",True
SKU-2054,Café Torrado Moído Pilão 10 cápsulas,38.51,"Café Torrado Moído Pilão, embalagem de 10 cápsulas. Café torrado e moído com aroma intenso, teor de cafeína elevado para disposição e foco. Sabor encorpado com notas de amêndoa e caramelo, acidez equilibrada. Produto orgânico, vegano — para quem busca sabor e qualidade na xícara. Armazenar em local seco e fresco, longe da umidade.",https://fake-cdn.com/images/produto_2054.jpg,"[""Alimentos > Café e Chá"", ""Alimentos > Pilão"", ""Alimentos > Orgânicos e Naturais"", ""Alimentos > Vegano""]","{""marca"": ""Pilão"", ""subcategoria"": ""Café e Chá"", ""peso_volume"": ""10 cápsulas"", ""vegano"": true, ""sem_gluten"": false, ""organico"": true}",True
SKU-2055,Café em Cápsulas Pilão 500g,13.55,"Café em Cápsulas Pilão, embalagem de 500g. Café em cápsulas compatíveis com máquinas espresso, extração pressurizada que preserva os óleos aromáticos. Crema densa, cafeína concentrada e sabor intenso. Produto vegano, sem glúten — para quem busca sabor e qualidade na xícara. Armazenar em local seco e fresco, longe da umidade.",https://fake-cdn.com/images/produto_2055.jpg,"[""Alimentos > Café e Chá"", ""Alimentos > Pilão"", ""Alimentos > Vegano""]","{""marca"": ""Pilão"", ""subcategoria"": ""Café e Chá"", ""peso_volume"": ""500g"", ""vegano"": true, ""sem_gluten"": true, ""organico"": false}",True
SKU-2056,"Smart TV Sony 43"" 8K OLED",2726.67,"Smart TV Sony de 43 polegadas com resolução 8K e tecnologia de painel OLED. Sistema operacional Google TV com acesso a Netflix, Prime Video, YouTube e mais. Suporte a Sem HDR para imagens com maior contraste e cores vivas. 4 entradas HDMI e conectividade Wi-Fi e Bluetooth integrados. Voltagem Bivolt.",https://fake-cdn.com/images/produto_2056.jpg,"[""Eletrônicos > TVs > 8K"", ""Eletrônicos > TVs > OLED"", ""Sony > TVs""]","{""marca"": ""Sony"", ""polegadas"": ""43"", ""resolucao"": ""8K"", ""tecnologia_painel"": ""OLED"", ""sistema_operacional"": ""Google TV"", ""hdr"": ""Sem HDR"", ""portas_hdmi"": 4, ""smart_tv"": true, ""voltagem"": ""Bivolt"", ""wi_fi"": true, ""bluetooth"": true}",True
SKU-2057,Smartphone Samsung Galaxy A54 8GB/256GB Grafite,1854.56,"Smartphone Samsung Galaxy A54 com 8GB de RAM e 256GB de armazenamento interno. Câmera principal de 64MP para fotos e vídeos com alta definição. Bateria de 6000mAh com carregamento rápido, tela de 7.0"". Disponível na cor Grafite.",https://fake-cdn.com/images/produto_2057.jpg,"[""Eletrônicos > Smartphones"", ""Eletrônicos > Smartphones > Samsung"", ""Samsung > Smartphones""]","{""marca"": ""Samsung"", ""modelo"": ""Galaxy A54"", ""ram"": ""8GB"", ""armazenamento"": ""256GB"", ""camera_principal"": ""64MP"", ""bateria"": ""6000mAh"", ""tela"": ""7.0\"""", ""cor"": ""Grafite"", ""5g"": false, ""sistema"": ""Android""}",True
SKU-2058,Soundbar JBL Preto ANC Bluetooth,1925.49,"Soundbar JBL com conectividade Bluetooth 5.3. Cancelamento ativo de ruído (ANC) para isolamento sonoro superior. Autonomia de bateria de 40 horas com uma única carga. Resistência à água IPX4. Design confortável na cor Preto, ideal para uso diário, academia e viagens.",https://fake-cdn.com/images/produto_2058.jpg,"[""Eletrônicos > Áudio > Soundbars"", ""JBL > Áudio"", ""Eletrônicos > Áudio > Cancelamento de Ruído""]","{""marca"": ""JBL"", ""tipo"": ""Soundbar"", ""conectividade"": ""Bluetooth 5.3"", ""autonomia_bateria"": ""40 horas"", ""resistencia_agua"": ""IPX4"", ""cancelamento_ruido_anc"": true, ""cor"": ""Preto"", ""microfone_integrado"": true}",True
SKU-2059,Tábua de Corte Bambu Coza Bambu 500ml,42.14,"Tábua de Corte Bambu Coza fabricado em Bambu Natural. Capacidade de 500ml, cor Preto. Compatível com fogão de indução. Resistente e fácil de limpar, ideal para cozinhas modernas. Voltagem: 220v.",https://fake-cdn.com/images/produto_2059.jpg,"[""Casa e Cozinha > Organização e Armazenamento"", ""Coza > Casa e Cozinha"", ""Casa e Cozinha > Compatível com Indução""]","{""marca"": ""Coza"", ""subcategoria"": ""Organização e Armazenamento"", ""produto"": ""Tábua de Corte Bambu"", ""material"": ""Bambu Natural"", ""capacidade"": ""500ml"", ""cor"": ""Preto"", ""compativel_inducao"": true, ""voltagem"": ""220v""}",True
SKU-2060,Vestido Zara Straight Rosa Claro,458.56,"Vestido Zara no estilo Straight para o Outlet. Confeccionada em Jeans Stretch, proporciona conforto e leveza durante todo o dia. Cor Rosa Claro, disponível no tamanho P. Ideal para uso casual, passeios e encontros casuais.",https://fake-cdn.com/images/produto_2060.jpg,"[""Roupas > Masculino > Vestidos"", ""Roupas > Masculino > Outlet"", ""Zara > Masculino"", ""Ofertas > Outlet de Moda""]","{""marca"": ""Zara"", ""tipo"": ""Vestido"", ""genero"": ""Masculino"", ""cor"": ""Rosa Claro"", ""tamanho"": ""P"", ""material"": ""Jeans Stretch"", ""temporada"": ""Outlet"", ""fit"": ""Straight""}",True
SKU-2061,Moletom Renner Oversized Caramelo,183.47,"Moletom Renner no estilo Oversized para o Inverno. Confeccionada em Seda Acetinada, proporciona conforto e leveza durante todo o dia. Cor Caramelo, disponível no tamanho GG. Ideal para uso casual, passeios e encontros casuais.",https://fake-cdn.com/images/produto_2061.jpg,"[""Roupas > Masculino > Moletoms"", ""Roupas > Masculino > Inverno"", ""Renner > Masculino""]","{""marca"": ""Renner"", ""tipo"": ""Moletom"", ""genero"": ""Masculino"", ""cor"": ""Caramelo"", ""tamanho"": ""GG"", ""material"": ""Seda Acetinada"", ""temporada"": ""Inverno"", ""fit"": ""Oversized""}",True
SKU-2062,Calça Jeans Osklen Slim Fit Caramelo,503.96,"Calça Jeans Osklen no estilo Slim Fit para o Outlet. Confeccionada em Jeans Stretch, proporciona conforto e leveza durante todo o dia. Cor Caramelo, disponível no tamanho G. Ideal para uso casual, passeios e encontros casuais.",https://fake-cdn.com/images/produto_2062.jpg,"[""Roupas > Feminino > Calça Jeanss"", ""Roupas > Feminino > Outlet"", ""Osklen > Feminino"", ""Ofertas > Outlet de Moda""]","{""marca"": ""Osklen"", ""tipo"": ""Calça Jeans"", ""genero"": ""Feminino"", ""cor"": ""Caramelo"", ""tamanho"": ""G"", ""material"": ""Jeans Stretch"", ""temporada"": ""Outlet"", ""fit"": ""Slim Fit""}",True
SKU-2063,Macacão Tip Top Verde Água 2-4 anos,60.52,"Macacão infantil Tip Top na cor Verde Água para crianças de 2-4 anos. Fabricado em Suedine Macio, garantindo maciez e segurança para a pele sensível dos pequenos. Fechamento prático com botões de pressão. Lavar à máquina até 40°C.",https://fake-cdn.com/images/produto_2063.jpg,"[""Roupas > Infantil > Macacãos"", ""Roupas > Infantil > 2-4 anos"", ""Tip Top > Infantil""]","{""marca"": ""Tip Top"", ""tipo"": ""Macacão"", ""faixa_etaria"": ""2-4 anos"", ""cor"": ""Verde Água"", ""material"": ""Suedine Macio"", ""fechamento"": ""Botão de Pressão"", ""lavagem"": ""Máquina até 40°C""}",True
SKU-2064,Macarrão Parafuso La Molisana 1kg,17.91,"Macarrão Parafuso La Molisana, embalagem de 1kg. Massa vegano — de trigo selecionado, textura firme al dente após cozimento em torno de 8 minutos. Versátil para molhos vermelhos, brancos, pesto e receitas ao forno. Fonte de carboidratos, praticidade e rendimento para refeições completas da família.",https://fake-cdn.com/images/produto_2064.jpg,"[""Alimentos > Massas"", ""Alimentos > La Molisana"", ""Alimentos > Vegano""]","{""marca"": ""La Molisana"", ""subcategoria"": ""Massas"", ""peso_volume"": ""1kg"", ""vegano"": true, ""sem_gluten"": false, ""organico"": false, ""cozimento"": ""8 minutos""}",True
SKU-2065,Chá Verde 3 Corações 250g,22.31,"Chá Verde 3 Corações, embalagem de 250g. Chá verde rico em antioxidantes catequinas e EGCG, auxilia no emagrecimento e acelera o metabolismo. Cafeína suave para energia sem ansiedade, propriedades anti-inflamatórias e termogênicas. Sabor levemente herbáceo e adstringente. Produto para quem busca sabor e qualidade na xícara. Armazenar em local seco e fresco, longe da umidade.",https://fake-cdn.com/images/produto_2065.jpg,"[""Alimentos > Café e Chá"", ""Alimentos > 3 Corações""]","{""marca"": ""3 Corações"", ""subcategoria"": ""Café e Chá"", ""peso_volume"": ""250g"", ""vegano"": false, ""sem_gluten"": false, ""organico"": false}",True
SKU-2066,"Smart TV Samsung 75"" HD QLED",8120.95,"Smart TV Samsung de 75 polegadas com resolução HD e tecnologia de painel QLED. Sistema operacional Tizen com acesso a Netflix, Prime Video, YouTube e mais. Suporte a Dolby Vision para imagens com maior contraste e cores vivas. 2 entradas HDMI e conectividade Wi-Fi e Bluetooth integrados. Voltagem Bivolt.",https://fake-cdn.com/images/produto_2066.jpg,"[""Eletrônicos > TVs > HD"", ""Eletrônicos > TVs > QLED"", ""Samsung > TVs""]","{""marca"": ""Samsung"", ""polegadas"": ""75"", ""resolucao"": ""HD"", ""tecnologia_painel"": ""QLED"", ""sistema_operacional"": ""Tizen"", ""hdr"": ""Dolby Vision"", ""portas_hdmi"": 2, ""smart_tv"": true, ""voltagem"": ""Bivolt"", ""wi_fi"": true, ""bluetooth"": true}",True
SKU-2067,Smartphone Realme Realme C53 16GB/64GB Preto,4459.17,"Smartphone Realme Realme C53 com 16GB de RAM e 64GB de armazenamento interno. Câmera principal de 108MP para fotos e vídeos com alta definição. Bateria de 5500mAh com carregamento rápido, tela de 6.1"". Disponível na cor Preto.",https://fake-cdn.com/images/produto_2067.jpg,"[""Eletrônicos > Smartphones"", ""Eletrônicos > Smartphones > Realme"", ""Realme > Smartphones""]","{""marca"": ""Realme"", ""modelo"": ""Realme C53"", ""ram"": ""16GB"", ""armazenamento"": ""64GB"", ""camera_principal"": ""108MP"", ""bateria"": ""5500mAh"", ""tela"": ""6.1\"""", ""cor"": ""Preto"", ""5g"": false, ""sistema"": ""Android""}",True
SKU-2068,Soundbar Beats Cinza  Com,1641.35,"Soundbar Beats com conectividade Com fio USB-C. Autonomia de bateria de 10 horas com uma única carga. Resistência à água IPX5. Design confortável na cor Cinza, ideal para uso diário, academia e viagens.",https://fake-cdn.com/images/produto_2068.jpg,"[""Eletrônicos > Áudio > Soundbars"", ""Beats > Áudio""]","{""marca"": ""Beats"", ""tipo"": ""Soundbar"", ""conectividade"": ""Com fio USB-C"", ""autonomia_bateria"": ""10 horas"", ""resistencia_agua"": ""IPX5"", ""cancelamento_ruido_anc"": false, ""cor"": ""Cinza"", ""microfone_integrado"": true}",True
SKU-2069,Wok Antiaderente Tramontina Aço 20cm,447.73,"Wok Antiaderente Tramontina fabricado em Aço Inox Triplo Fundo. Capacidade de 20cm, cor Preto. Compatível com fogão de indução. Resistente e fácil de limpar, ideal para cozinhas modernas. Voltagem: 110v.",https://fake-cdn.com/images/produto_2069.jpg,"[""Casa e Cozinha > Panelas e Frigideiras"", ""Tramontina > Casa e Cozinha"", ""Casa e Cozinha > Compatível com Indução""]","{""marca"": ""Tramontina"", ""subcategoria"": ""Panelas e Frigideiras"", ""produto"": ""Wok Antiaderente"", ""material"": ""Aço Inox Triplo Fundo"", ""capacidade"": ""20cm"", ""cor"": ""Preto"", ""compativel_inducao"": true, ""voltagem"": ""110v""}",True
SKU-2070,Casaco Zara Slim Fit Branco,555.7,"Casaco Zara no estilo Slim Fit para o Verão. Confeccionada em Jeans Stretch, proporciona conforto e leveza durante todo o dia. Cor Branco, disponível no tamanho GG. Ideal para uso casual, passeios e encontros casuais.",https://fake-cdn.com/images/produto_2070.jpg,"[""Roupas > Masculino > Casacos"", ""Roupas > Masculino > Verão"", ""Zara > Masculino""]","{""marca"": ""Zara"", ""tipo"": ""Casaco"", ""genero"": ""Masculino"", ""cor"": ""Branco"", ""tamanho"": ""GG"", ""material"": ""Jeans Stretch"", ""temporada"": ""Verão"", ""fit"": ""Slim Fit""}",True
SKU-2071,Camisa Social Riachuelo Cropped Bege,601.75,"Camisa Social Riachuelo no estilo Cropped para o Outlet. Confeccionada em Poliéster Reciclado, proporciona conforto e leveza durante todo o dia. Cor Bege, disponível no tamanho XGG. Ideal para uso casual, passeios e encontros casuais.",https://fake-cdn.com/images/produto_2071.jpg,"[""Roupas > Masculino > Camisa Socials"", ""Roupas > Masculino > Outlet"", ""Riachuelo > Masculino"", ""Ofertas > Outlet de Moda""]","{""marca"": ""Riachuelo"", ""tipo"": ""Camisa Social"", ""genero"": ""Masculino"", ""cor"": ""Bege"", ""tamanho"": ""XGG"", ""material"": ""Poliéster Reciclado"", ""temporada"": ""Outlet"", ""fit"": ""Cropped""}",True
SKU-2072,Casaco C&A Straight Lilás,300.67,"Casaco C&A no estilo Straight para o Outlet. Confeccionada em Jeans Stretch, proporciona conforto e leveza durante todo o dia. Cor Lilás, disponível no tamanho PP. Ideal para uso casual, passeios e encontros casuais.",https://fake-cdn.com/images/produto_2072.jpg,"[""Roupas > Masculino > Casacos"", ""Roupas > Masculino > Outlet"", ""C&A > Masculino"", ""Ofertas > Outlet de Moda""]","{""marca"": ""C&A"", ""tipo"": ""Casaco"", ""genero"": ""Masculino"", ""cor"": ""Lilás"", ""tamanho"": ""PP"", ""material"": ""Jeans Stretch"", ""temporada"": ""Outlet"", ""fit"": ""Straight""}",True
SKU-2073,Macacão Kyly Verde Água 10-12 anos,159.99,"Macacão infantil Kyly na cor Verde Água para crianças de 10-12 anos. Fabricado em Malha 100% Algodão, garantindo maciez e segurança para a pele sensível dos pequenos. Fechamento prático com botões de pressão. Lavar à máquina até 40°C.",https://fake-cdn.com/images/produto_2073.jpg,"[""Roupas > Infantil > Macacãos"", ""Roupas > Infantil > 10-12 anos"", ""Kyly > Infantil""]","{""marca"": ""Kyly"", ""tipo"": ""Macacão"", ""faixa_etaria"": ""10-12 anos"", ""cor"": ""Verde Água"", ""material"": ""Malha 100% Algodão"", ""fechamento"": ""Botão de Pressão"", ""lavagem"": ""Máquina até 40°C""}",True
SKU-2074,Granola com Mel e Castanhas Nestlé 500g,25.3,"Granola com Mel e Castanhas Nestlé, embalagem de 500g. Cereal rico em fibras e carboidratos complexos para energia prolongada. Fonte de vitaminas e minerais, ideal no café da manhã com leite ou iogurte. Textura crocante, sabor adocicado, fornece saciedade e disposição para o dia.",https://fake-cdn.com/images/produto_2074.jpg,"[""Alimentos > Cereais Matinais"", ""Alimentos > Nestlé""]","{""marca"": ""Nestlé"", ""subcategoria"": ""Cereais Matinais"", ""peso_volume"": ""500g"", ""vegano"": false, ""sem_gluten"": false, ""organico"": false, ""integral"": true, ""fonte_de_fibras"": true}",True
SKU-2075,Trufa de Chocolate Ferrero 80g,18.4,"Trufa de Chocolate Ferrero, embalagem de 80g. Chocolate com sabor intenso e textura cremosa que derrete na boca. Rico em cacau, fonte de antioxidantes flavonoides e feniletilamina que melhora o humor. Perfeito para presentear, sobremesas, fondue ou consumo puro como indulgência.",https://fake-cdn.com/images/produto_2075.jpg,"[""Alimentos > Chocolates e Doces"", ""Alimentos > Ferrero""]","{""marca"": ""Ferrero"", ""subcategoria"": ""Chocolates e Doces"", ""peso_volume"": ""80g"", ""vegano"": false, ""sem_gluten"": false, ""organico"": false}",True
SKU-2076,"Smart TV Philips 75"" 4K Ultra HD AMOLED",7528.54,"Smart TV Philips de 75 polegadas com resolução 4K Ultra HD e tecnologia de painel AMOLED. Sistema operacional Roku TV com acesso a Netflix, Prime Video, YouTube e mais. Suporte a HLG para imagens com maior contraste e cores vivas. 3 entradas HDMI e conectividade Wi-Fi e Bluetooth integrados. Voltagem Bivolt.",https://fake-cdn.com/images/produto_2076.jpg,"[""Eletrônicos > TVs > 4K Ultra HD"", ""Eletrônicos > TVs > AMOLED"", ""Philips > TVs""]","{""marca"": ""Philips"", ""polegadas"": ""75"", ""resolucao"": ""4K Ultra HD"", ""tecnologia_painel"": ""AMOLED"", ""sistema_operacional"": ""Roku TV"", ""hdr"": ""HLG"", ""portas_hdmi"": 3, ""smart_tv"": true, ""voltagem"": ""Bivolt"", ""wi_fi"": true, ""bluetooth"": true}",True
SKU-2077,Smartphone Samsung Galaxy A34 4GB/64GB Prata,7779.89,"Smartphone Samsung Galaxy A34 com 4GB de RAM e 64GB de armazenamento interno. Câmera principal de 12MP para fotos e vídeos com alta definição. Bateria de 6000mAh com carregamento rápido, tela de 6.4"". Disponível na cor Prata.",https://fake-cdn.com/images/produto_2077.jpg,"[""Eletrônicos > Smartphones"", ""Eletrônicos > Smartphones > Samsung"", ""Samsung > Smartphones""]","{""marca"": ""Samsung"", ""modelo"": ""Galaxy A34"", ""ram"": ""4GB"", ""armazenamento"": ""64GB"", ""camera_principal"": ""12MP"", ""bateria"": ""6000mAh"", ""tela"": ""6.4\"""", ""cor"": ""Prata"", ""5g"": false, ""sistema"": ""Android""}",True
SKU-2078,Fone On-Ear Multilaser Verde ANC Bluetooth,319.51,"Fone On-Ear Multilaser com conectividade Bluetooth 5.3. Cancelamento ativo de ruído (ANC) para isolamento sonoro superior. Autonomia de bateria de 6 horas com uma única carga. Resistência à água Sem resistência à água. Design confortável na cor Verde, ideal para uso diário, academia e viagens.",https://fake-cdn.com/images/produto_2078.jpg,"[""Eletrônicos > Áudio > Fone On-Ears"", ""Multilaser > Áudio"", ""Eletrônicos > Áudio > Cancelamento de Ruído""]","{""marca"": ""Multilaser"", ""tipo"": ""Fone On-Ear"", ""conectividade"": ""Bluetooth 5.3"", ""autonomia_bateria"": ""6 horas"", ""resistencia_agua"": ""Sem resistência à água"", ""cancelamento_ruido_anc"": true, ""cor"": ""Verde"", ""microfone_integrado"": true}",True
SKU-2079,Batedeira Planetária Oster Plástico 750W,287.82,"Batedeira Planetária Oster fabricado em Plástico ABS + Aço Inox. Capacidade de 750W, cor Prata. Resistente e fácil de limpar, ideal para cozinhas modernas. Voltagem: 110v.",https://fake-cdn.com/images/produto_2079.jpg,"[""Casa e Cozinha > Eletrodomésticos Pequenos"", ""Oster > Casa e Cozinha""]","{""marca"": ""Oster"", ""subcategoria"": ""Eletrodomésticos Pequenos"", ""produto"": ""Batedeira Planetária"", ""material"": ""Plástico ABS + Aço Inox"", ""capacidade"": ""750W"", ""cor"": ""Prata"", ""compativel_inducao"": false, ""voltagem"": ""110v""}",True
